video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count
amt_gaming_vqa_dataset/AfRkzHvr2c4_CitiesSkylines_8-19,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,14,19,4,16,18,4,14,20
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08,Highly Clear,No visible artifacts,High level of immersion,29,7,2,26,10,2,28,7,3
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,22,13,3,21,13,4,23,10,5
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08_1080p_1500k_av1,Highly Clear,No visible artifacts,High level of immersion,22,14,2,21,15,2,21,14,3
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08_1080p_2000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,20,16,1,18,17,2,21,13,3
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08_1080p_2300k_h264_nvenc,Moderately Clear,Severe Artifacts Present,Low level of immersion,6,15,15,6,14,16,8,12,16
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,25,11,2,27,9,2,26,10,2
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,17,14,9,15,14,7,18,13
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,17,17,3,18,17,2,17,15,5
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,25,10,3,22,14,2,25,10,3
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08_1080p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,6,15,17,7,13,18,7,11,20
amt_gaming_vqa_dataset/BwTBDIsfemM_Rust_1-13-23,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,2,38,2,5,35,1,4,37
amt_gaming_vqa_dataset/CVYN93MJDCE_Valheim_29-19,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,4,36,2,4,35,2,3,36
amt_gaming_vqa_dataset/F84TmQCWEJk_SubwaySurfers_0-14,Moderately Clear,Minor Artifacts Present,Low level of immersion,9,16,13,8,15,15,10,13,15
amt_gaming_vqa_dataset/F84TmQCWEJk_SubwaySurfers_0-14_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Low level of immersion,7,16,15,8,15,15,9,13,16
amt_gaming_vqa_dataset/F84TmQCWEJk_SubwaySurfers_0-14_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,7,30,2,7,29,1,9,28
amt_gaming_vqa_dataset/F84TmQCWEJk_SubwaySurfers_0-14_480p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,16,21,3,14,21,4,14,20
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02,Highly Clear,No visible artifacts,High level of immersion,19,14,5,18,14,6,18,11,9
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,21,8,8,19,9,8,17,11
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,21,6,9,21,8,10,19,9
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,23,5,10,21,7,11,20,7
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_2500k_h264_nvenc,Moderately Clear,No visible artifacts,Moderate level of immersion,14,19,4,15,15,7,13,17,7
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,21,3,16,17,5,16,17,5
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,High level of immersion,14,18,6,15,18,5,16,16,6
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,20,5,9,21,7,9,20,8
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,23,7,6,24,8,7,23,8
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_600k_hevc_nvenc,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,7,19,12,6,16,16,4,19,15
amt_gaming_vqa_dataset/HpcO0MPaK-8_FIFA_7-39,Minimally Clear,Minor Artifacts Present,Low level of immersion,3,14,22,1,20,18,1,17,21
amt_gaming_vqa_dataset/HpcO0MPaK-8_FIFA_7-39_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,14,26,1,16,25,2,15,25
amt_gaming_vqa_dataset/HpcO0MPaK-8_FIFA_7-39_720p_1300k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,16,24,3,18,22,3,19,21
amt_gaming_vqa_dataset/HpcO0MPaK-8_FIFA_7-39_720p_1500k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,14,25,3,18,22,5,17,21
amt_gaming_vqa_dataset/HpcO0MPaK-8_FIFA_7-39_720p_2500k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,13,25,4,19,20,3,19,21
amt_gaming_vqa_dataset/HpcO0MPaK-8_FIFA_7-39_720p_3000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,15,26,4,13,26,3,15,25
amt_gaming_vqa_dataset/HpcO0MPaK-8_FIFA_7-39_720p_3500k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,15,24,2,19,22,4,18,21
amt_gaming_vqa_dataset/HpcO0MPaK-8_FIFA_7-39_720p_5000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,7,13,22,5,18,19,6,15,21
amt_gaming_vqa_dataset/HpcO0MPaK-8_FIFA_7-39_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,14,26,3,16,24,3,17,23
amt_gaming_vqa_dataset/HpcO0MPaK-8_FIFA_7-39_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,9,31,3,12,28,3,13,27
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,23,9,8,22,8,6,22,10
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,15,20,4,13,21,4,14,20
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,16,15,7,17,14,7,16,15
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,21,11,6,19,12,6,19,12
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_2500k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,18,12,9,16,13,8,17,13
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,14,13,11,14,13,11,15,12
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,21,11,5,24,9,7,18,13
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,21,8,8,20,10,11,18,9
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,12,24,3,9,26,3,13,22
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,11,25,3,10,25,4,11,23
amt_gaming_vqa_dataset/LHO9HlqLtkk_WorldofWarcraft_1-53,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,16,24,4,16,22,4,13,25
amt_gaming_vqa_dataset/LHO9HlqLtkk_WorldofWarcraft_1-53_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,8,33,4,12,27,2,12,29
amt_gaming_vqa_dataset/LHO9HlqLtkk_WorldofWarcraft_1-53_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,7,35,2,7,34,2,6,35
amt_gaming_vqa_dataset/LHO9HlqLtkk_WorldofWarcraft_1-53_480p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,7,36,2,10,31,0,8,35
amt_gaming_vqa_dataset/LHO9HlqLtkk_WorldofWarcraft_2-50,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,19,14,10,24,8,10,18,14
amt_gaming_vqa_dataset/LHO9HlqLtkk_WorldofWarcraft_2-50_480p_1000k_av1,Minimally Clear,Minor Artifacts Present,Low level of immersion,9,16,18,10,18,15,10,16,17
amt_gaming_vqa_dataset/LHO9HlqLtkk_WorldofWarcraft_2-50_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,5,21,17,6,21,16,4,19,20
amt_gaming_vqa_dataset/LHO9HlqLtkk_WorldofWarcraft_2-50_480p_800k_hevc_nvenc,Minimally Clear,Minor Artifacts Present,Low level of immersion,6,18,19,6,21,16,7,16,20
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_28-36,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,4,26,7,3,25,9,3,25,9
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_28-36_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,8,33,0,8,35,1,6,36
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_28-36_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,3,31,8,4,27,11,4,29,9
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_28-36_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,4,23,16,3,23,17,3,23,17
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_28-36_720p_2500k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,23,13,4,26,13,5,23,15
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_28-36_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,30,4,7,31,5,7,31,5
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_28-36_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,25,6,10,26,6,9,23,10
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_28-36_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,27,7,10,25,6,8,24,9
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_28-36_720p_500k_av1,Moderately Clear,Minor Artifacts Present,Low level of immersion,0,23,20,1,22,20,1,21,21
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_28-36_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,12,29,1,14,28,2,12,29
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_35-00,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,20,9,8,20,8,8,19,9
amt_gaming_vqa_dataset/Nq13U3DXt2U_Myst_35-00_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,8,29,2,6,30,1,8,29
