video_name,batch,average_final_rating,valid_ratings_count,total_ratings_count,std_rating,min_rating,max_rating
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_10000k_h264_nvenc,J,78.45945945945945,37,39,14.745763651088465,41.0,100.0
amt_gaming_vqa_dataset/Assettocorsecompetizione_1,B,78.21212121212122,33,37,16.612805531326465,24.0,100.0
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_10000k_av1,C,78.1219512195122,41,43,17.667933088150875,8.0,100.0
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_6000k_hevc_nvenc,K,78.11111111111111,36,37,16.039496005135742,28.0,100.0
amt_gaming_vqa_dataset/Genshinimpact_2_1080p_10000k_h264nvenc,A,78.1,40,41,13.036103712382776,47.0,100.0
amt_gaming_vqa_dataset/cvGOodnd-S8_StarCraft_13-46_1080p_10000k_h264_nvenc,G,78.06451612903226,31,35,13.22494096302688,48.0,100.0
amt_gaming_vqa_dataset/DemonsSouls_1080p_5000k_av1,A,78.05263157894737,38,38,13.585881542443927,50.0,100.0
amt_gaming_vqa_dataset/MLBtheshow_1080p_10000k_h264nvenc,K,78.0,60,61,13.461054936371072,45.0,100.0
amt_gaming_vqa_dataset/Destiny2_2,A,77.94871794871794,39,40,14.632154122130496,29.0,100.0
amt_gaming_vqa_dataset/DemonsSouls,A,77.94444444444444,36,38,15.119789174831705,18.0,100.0
amt_gaming_vqa_dataset/Farcry6_1_1080p_10000k_h264nvenc,A,77.89189189189189,37,38,11.890909050294121,50.0,100.0
amt_gaming_vqa_dataset/Faastpenguin_2_1080p_5000k_av1,A,77.82857142857142,35,36,16.434259884740282,35.0,100.0
amt_gaming_vqa_dataset/Sessionskatesim_2_2160p_25000k_h264nvenc,C,77.82758620689656,29,31,14.33363289974448,38.0,100.0
amt_gaming_vqa_dataset/CatQuestII_2160p_25000k_h264nvenc,C,77.78378378378379,37,37,13.88978846206155,46.0,100.0
amt_gaming_vqa_dataset/DeceiveInc_2160p_5000k_av1,A,77.75675675675676,37,37,15.2233913283285,36.0,100.0
amt_gaming_vqa_dataset/Crossout,C,77.72413793103448,29,30,16.21599157860927,28.0,100.0
amt_gaming_vqa_dataset/ZenlessZoneZero_2160p_10000k_av1,B,77.62790697674419,43,44,18.698368609119605,6.0,100.0
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_5000k_av1,C,77.58064516129032,31,32,14.26426664114119,51.0,100.0
amt_gaming_vqa_dataset/DeceiveInc,A,77.57575757575758,33,37,11.431032464915747,46.0,100.0
amt_gaming_vqa_dataset/dbzhcXv9U9E_MarioKartTour_0-08_1080p_6000k_hevc_nvenc,J,77.55555555555556,36,39,14.444230767650309,40.0,100.0
amt_gaming_vqa_dataset/aAjWNgfYB-8_SubwaySurfers_0-00_1080p_10000k_h264_nvenc,F,77.53658536585365,41,43,14.58716034315312,38.0,100.0
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_25000k_h264nvenc,C,77.53488372093024,43,43,14.796839444442812,33.0,100.0
amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_25000k_h264nvenc,C,77.48275862068965,29,30,11.926847979866242,49.0,100.0
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1,C,77.46341463414635,41,43,19.60474999806463,19.0,100.0
amt_gaming_vqa_dataset/Faastpenguin_1_2160p_5000k_av1,A,77.44736842105263,38,38,14.922073667841092,34.0,100.0
amt_gaming_vqa_dataset/dbzhcXv9U9E_MarioKartTour_0-08_1080p_5000k_av1,J,77.35897435897436,39,39,14.568119706007819,42.0,100.0
amt_gaming_vqa_dataset/Assettocorsecompetizione_2,C,77.25,32,32,15.658464164789597,38.0,98.0
amt_gaming_vqa_dataset/y_75vBBJ_1n0s_FallGuys_10-27_480p_1000k_av1,F,77.23684210526316,38,38,15.421164899896702,48.0,100.0
amt_gaming_vqa_dataset/DeceiveInc_2160p_10000k_av1,A,77.22222222222223,36,37,17.214514404212494,36.0,100.0
amt_gaming_vqa_dataset/lxGvk91jPbc_IceAgeVillage_9-43,K,77.21739130434783,46,47,15.05917753322922,34.0,100.0
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10,D,77.20588235294117,34,35,16.470614495777387,31.0,100.0
amt_gaming_vqa_dataset/DemonsSouls_2160p_25000k_h264nvenc,A,77.1842105263158,38,38,13.637902414648234,50.0,100.0
amt_gaming_vqa_dataset/ZenlessZoneZero_2160p_5000k_av1,B,77.1590909090909,44,44,17.1860715033718,13.0,100.0
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_10000k_h264nvenc,C,77.0952380952381,42,43,12.88189856572378,46.0,100.0
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_1,B,77.0909090909091,33,34,14.224101689404621,49.0,100.0
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_2000k_hevc_nvenc,J,77.08108108108108,37,39,14.409790925164021,46.0,100.0
amt_gaming_vqa_dataset/-gaIr67PWrA_StarCraft_2-30_1080p_6000k_hevc_nvenc,D,77.03448275862068,29,29,15.0893494263925,42.0,100.0
amt_gaming_vqa_dataset/MLBtheshow,K,77.03389830508475,59,61,16.84421753790405,8.0,100.0
amt_gaming_vqa_dataset/aAjWNgfYB-8_SubwaySurfers_0-00_1080p_5000k_av1,F,77.0,43,43,14.555427342276113,39.0,100.0
amt_gaming_vqa_dataset/WWE2K24_1080p_5000k_av1,C,76.96551724137932,29,29,15.716195816397743,29.0,100.0
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_6000k_hevc_nvenc,D,76.93939393939394,33,35,11.441390554233724,51.0,100.0
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_2160p_25000k_h264nvenc,B,76.8780487804878,41,44,15.893233906213691,9.0,100.0
amt_gaming_vqa_dataset/Godofwar_2,C,76.81481481481481,27,29,13.410987858322624,45.0,100.0
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_1080p_5000k_av1,B,76.81395348837209,43,44,14.694178271261178,31.0,100.0
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_6000k_hevc_nvenc,D,76.81395348837209,43,43,15.87341761233261,44.0,100.0
amt_gaming_vqa_dataset/Kenabridgeofspirits_1,B,76.79069767441861,43,44,12.708828902435895,35.0,100.0
amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_10000k_h264nvenc,C,76.76666666666667,30,30,12.750642685327234,47.0,100.0
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_5000k_av1,D,76.71428571428571,35,35,13.207295448396104,35.0,100.0
amt_gaming_vqa_dataset/cFbJA_I2FX0_StardewValley_12-25_1080p_1500k_av1,J,76.66666666666667,39,39,14.018912744215028,44.0,100.0
amt_gaming_vqa_dataset/Hogwartslegacy_1,B,76.66666666666667,33,36,13.245163020300785,46.0,100.0
amt_gaming_vqa_dataset/-gaIr67PWrA_StarCraft_2-30_1080p_10000k_h264_nvenc,D,76.65384615384616,26,29,15.180813568175981,45.0,100.0
amt_gaming_vqa_dataset/auvhCmhrkho_WarRobots_7-33,D,76.65,40,43,18.686291766961148,0.0,100.0
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-55_360p_800k_av1,G,76.64864864864865,37,37,12.770777910688128,40.0,98.0
amt_gaming_vqa_dataset/WWE2K24,C,76.64285714285714,28,29,21.083531633064915,15.0,100.0
amt_gaming_vqa_dataset/Faastpenguin_1_2160p_10000k_hevcnvenc,A,76.63888888888889,36,38,22.450133354934017,0.0,100.0
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_10000k_hevcnvenc,C,76.54838709677419,31,32,18.07303946388264,17.0,100.0
amt_gaming_vqa_dataset/MLBtheshow_1080p_5000k_av1,K,76.51666666666667,60,61,15.449370717137821,23.0,100.0
amt_gaming_vqa_dataset/Faastpenguin_2_2160p_10000k_hevcnvenc,A,76.51515151515152,33,36,21.495765914471864,0.0,100.0
amt_gaming_vqa_dataset/cFbJA_I2FX0_StardewValley_12-25_1080p_5000k_av1,J,76.5,38,39,12.39216645601907,50.0,99.0
amt_gaming_vqa_dataset/lxGvk91jPbc_IceAgeVillage_8-00_1080p_5300k_h264_nvenc,G,76.45945945945945,37,37,11.958474535714387,54.0,100.0
amt_gaming_vqa_dataset/Crossout_1080p_10000k_h264nvenc,C,76.44827586206897,29,30,12.218093442602902,48.0,97.0
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_5000k_av1,D,76.44117647058823,34,35,16.123040102453658,38.0,100.0
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_10000k_av1,B,76.43243243243244,37,37,17.311987005634926,28.0,100.0
amt_gaming_vqa_dataset/Sessionskatesim_2_1080p_10000k_h264nvenc,C,76.41935483870968,31,31,14.286863340142089,43.0,100.0
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_6000k_hevc_nvenc,H,76.41935483870968,31,31,12.661280049307523,39.0,98.0
amt_gaming_vqa_dataset/ZenlessZoneZero,B,76.36585365853658,41,44,21.071025184362707,4.0,100.0
amt_gaming_vqa_dataset/yebynRz26iU_Rust_0-00_1080p_5000k_av1,E,76.36585365853658,41,41,13.71621098494268,43.0,100.0
amt_gaming_vqa_dataset/Worldofwarships_2_2160p_10000k_av1,C,76.33333333333333,30,31,15.002962670382436,36.0,100.0
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_5300k_h264_nvenc,J,76.3157894736842,38,39,15.437659461197129,37.0,100.0
amt_gaming_vqa_dataset/CatQuestII_2160p_10000k_av1,C,76.30555555555556,36,37,15.954482902662752,33.0,100.0
amt_gaming_vqa_dataset/auvhCmhrkho_WarRobots_7-33_1080p_6000k_hevc_nvenc,D,76.30232558139535,43,43,12.859771207992145,39.0,100.0
amt_gaming_vqa_dataset/Worldofwarships_2_2160p_5000k_av1,C,76.29032258064517,31,31,14.613722116199218,52.0,99.0
amt_gaming_vqa_dataset/Afterus_2160p_10000k_av1,A,76.27272727272727,33,33,14.353275895265854,47.0,100.0
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_10000k_h264_nvenc,E,76.26829268292683,41,41,13.616747919908656,38.0,100.0
amt_gaming_vqa_dataset/MLBtheshow_2160p_10000k_hevcnvenc,K,76.24561403508773,57,61,17.94756563833266,0.0,100.0
amt_gaming_vqa_dataset/DeceiveInc_720p_3000k_av1,A,76.21621621621621,37,37,14.61974809398674,40.0,100.0
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_10000k_h264_nvenc,F,76.20930232558139,43,43,17.50821486860792,22.0,100.0
amt_gaming_vqa_dataset/Faastpenguin_2_1080p_6000k_hevcnvenc,A,76.19444444444444,36,36,21.342210971120178,5.0,100.0
amt_gaming_vqa_dataset/2xcHsYJSAbw_SubwaySurfers_0-03_1080p_5000k_av1,G,76.1842105263158,38,38,17.423298471870623,24.0,100.0
amt_gaming_vqa_dataset/thelogomovie2_2160p_10000k_av1,B,76.17647058823529,34,34,14.155586276709638,39.0,100.0
amt_gaming_vqa_dataset/WWE2K24_2160p_10000k_hevcnvenc,C,76.14285714285714,28,29,16.764576356358166,14.0,100.0
amt_gaming_vqa_dataset/thelogomovie2_1080p_5300k_h264nvenc,B,76.11764705882354,34,34,15.352265029059762,43.0,98.0
amt_gaming_vqa_dataset/Crossout_2160p_5000k_av1,C,76.10344827586206,29,30,15.077603458123843,29.0,100.0
amt_gaming_vqa_dataset/thelogomovie2_2160p_25000k_h264nvenc,B,76.06666666666666,30,34,14.739817577643972,44.0,100.0
amt_gaming_vqa_dataset/Sessionskatesim_1_2160p_10000k_av1,C,76.05555555555556,36,37,14.706280677248913,31.0,100.0
amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_25000k_h264nvenc,A,76.0,32,33,15.258194519667128,50.0,100.0
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_10000k_h264nvenc,B,76.0,37,37,14.028927642938744,50.0,100.0
amt_gaming_vqa_dataset/Fallout4_1_2160p_25000k_h264nvenc,C,75.97297297297297,37,37,13.8456481337102,37.0,100.0
amt_gaming_vqa_dataset/0JehGz8WBEs_MarioKartTour_0-00_1080p_6000k_hevc_nvenc,G,75.97142857142858,35,37,16.220772774062123,25.0,100.0
amt_gaming_vqa_dataset/_4l0rI3rVPE_SubwaySurfers_0-13,D,75.94871794871794,39,40,18.05965714804859,2.0,100.0
amt_gaming_vqa_dataset/Htvk-lYcfXs_Rust_0-00_1080p_6000k_hevc_nvenc,G,75.94444444444444,36,37,12.009127187371659,41.0,94.0
amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_10000k_av1,C,75.93333333333334,30,30,21.29465243252921,14.0,100.0
amt_gaming_vqa_dataset/DemonsSouls_1080p_10000k_h264nvenc,A,75.92105263157895,38,38,11.043887518602574,58.0,100.0
amt_gaming_vqa_dataset/2xcHsYJSAbw_SubwaySurfers_0-03_1080p_6000k_hevc_nvenc,G,75.88888888888889,36,38,11.347485717054921,41.0,100.0
amt_gaming_vqa_dataset/Policesimulatorpatrolofficers_1_2160p_5000k_av1,B,75.88571428571429,35,35,15.718544877348682,29.0,100.0
amt_gaming_vqa_dataset/wvKrS1h7Z6U_FallGuys_4-12_1080p_5000k_av1,F,75.86046511627907,43,43,16.574821750556975,38.0,100.0
amt_gaming_vqa_dataset/thelogomovie2,B,75.84375,32,34,17.98977031363936,31.0,100.0
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_5000k_av1,C,75.83720930232558,43,43,15.487324498407826,14.0,100.0
amt_gaming_vqa_dataset/DragonballZkakrot_720p_3000k_av1,B,75.83333333333333,36,36,12.934664879909166,39.0,100.0
amt_gaming_vqa_dataset/CatQuestII_1080p_5000k_av1,C,75.8108108108108,37,37,13.893101219841018,44.0,100.0
amt_gaming_vqa_dataset/cFbJA_I2FX0_StardewValley_12-25_1080p_5300k_h264_nvenc,J,75.8,35,39,13.564238696977116,50.0,99.0
amt_gaming_vqa_dataset/WWE2K24_1080p_6000k_hevcnvenc,C,75.79310344827586,29,29,18.994335472023792,20.0,100.0
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_6000k_hevc_nvenc,F,75.78571428571429,42,43,15.213615008690507,28.0,100.0
amt_gaming_vqa_dataset/DeceiveInc_2160p_25000k_h264nvenc,A,75.74285714285715,35,37,15.688654421301413,34.0,100.0
amt_gaming_vqa_dataset/Crossout_1080p_5000k_av1,C,75.73333333333333,30,30,14.541740687490691,28.0,100.0
amt_gaming_vqa_dataset/MLBtheshow_1080p_6000k_hevcnvenc,K,75.73333333333333,60,61,13.739076469043408,6.0,100.0
amt_gaming_vqa_dataset/Worldofwarships_1_1080p_10000k_h264nvenc,A,75.71875,32,33,12.767718999002915,45.0,100.0
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_5300k_h264_nvenc,F,75.66666666666667,42,43,16.44857305530044,22.0,100.0
amt_gaming_vqa_dataset/Doom_1080p_5000k_av1,C,75.66666666666667,30,30,12.498888839501783,45.0,97.0
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_10000k_h264nvenc,C,75.625,32,32,17.98567138029604,26.0,100.0
amt_gaming_vqa_dataset/XCOoVAHBlrs_AngryBirds2_5-12_720p_5000k_h264_nvenc,D,75.625,40,40,13.564084008881691,35.0,100.0
amt_gaming_vqa_dataset/JakandDaxter_720p_5000k_h264nvenc,B,75.62162162162163,37,37,17.158011841216226,31.0,100.0
amt_gaming_vqa_dataset/Crossout_2160p_10000k_av1,C,75.6,30,30,15.385274344861928,42.0,100.0
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_2160p_10000k_av1,B,75.5813953488372,43,44,16.314115101389156,13.0,98.0
amt_gaming_vqa_dataset/Policesimulatorpatrolofficers_1_2160p_25000k_h264nvenc,B,75.58064516129032,31,35,13.072438856169228,45.0,100.0
amt_gaming_vqa_dataset/Farcry6_2_1080p_5000k_av1,B,75.57142857142857,35,35,14.385082976642781,41.0,96.0
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_5000k_av1,D,75.57142857142857,28,29,15.32371777770043,45.0,100.0
amt_gaming_vqa_dataset/M7Pz595vcs8_MarioKartTour_0-02_720p_3500k_hevc_nvenc,E,75.54285714285714,35,35,15.968438258269444,38.0,100.0
amt_gaming_vqa_dataset/XCOoVAHBlrs_AngryBirds2_5-12,D,75.53846153846153,39,40,12.973041384399467,49.0,100.0
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14,E,75.52941176470588,34,41,15.787626007354522,20.0,100.0
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_1_2160p_10000k_av1,B,75.5,34,34,13.146795628369587,48.0,100.0
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_25000k_h264nvenc,B,75.475,40,42,13.560950372300608,48.0,100.0
amt_gaming_vqa_dataset/Hogwartslegacy_2,A,75.475,40,41,15.956170436542724,36.0,100.0
amt_gaming_vqa_dataset/Faastpenguin_2_2160p_10000k_av1,A,75.47222222222223,36,36,18.716430855016597,25.0,100.0
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_25000k_h264nvenc,C,75.45161290322581,31,32,15.007178303210424,43.0,98.0
amt_gaming_vqa_dataset/Farcry6_1_1080p_5000k_av1,A,75.44736842105263,38,38,14.443533188577131,23.0,97.0
amt_gaming_vqa_dataset/Genshinimpact_1_2160p_25000k_h264nvenc,A,75.44117647058823,34,37,13.320022912165836,40.0,100.0
amt_gaming_vqa_dataset/CRVZs3A8U3s_FIFA_2-00_1080p_6000k_hevc_nvenc,E,75.43181818181819,44,44,14.323213401634437,38.0,99.0
amt_gaming_vqa_dataset/auvhCmhrkho_WarRobots_7-33_1080p_5300k_h264_nvenc,D,75.4047619047619,42,43,15.223821439737952,37.0,100.0
amt_gaming_vqa_dataset/Returnal_2_1080p_5000k_av1,C,75.4,30,30,16.01998751560063,36.0,100.0
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_5000k_av1,H,75.4,30,31,11.734848387033669,50.0,94.0
amt_gaming_vqa_dataset/MLBtheshow_720p_3000k_av1,K,75.38983050847457,59,61,14.282876970258611,29.0,100.0
amt_gaming_vqa_dataset/_4l0rI3rVPE_SubwaySurfers_0-13_720p_3500k_hevc_nvenc,D,75.35,40,40,13.686763678824882,42.0,100.0
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_3-16_360p_800k_av1,D,75.32558139534883,43,43,17.413869011919925,29.0,100.0
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_5000k_av1,B,75.32432432432432,37,37,15.50946363938161,39.0,100.0
amt_gaming_vqa_dataset/lxGvk91jPbc_IceAgeVillage_9-43_1080p_6000k_hevc_nvenc,K,75.29787234042553,47,47,15.8904693684504,30.0,100.0
amt_gaming_vqa_dataset/Astroysplayroom_1,C,75.29032258064517,31,32,15.010090258668036,41.0,100.0
amt_gaming_vqa_dataset/4WeyBONy1mU_AngryBirds2_1-02_1080p_5300k_h264_nvenc,J,75.275,40,41,16.143090627262175,24.0,100.0
amt_gaming_vqa_dataset/-gaIr67PWrA_StarCraft_2-30_1080p_5300k_h264_nvenc,D,75.25,24,29,14.500718373009434,41.0,100.0
amt_gaming_vqa_dataset/MDkWLlirCMI_SuperMarioRun_0-16_480p_1000k_av1,J,75.2439024390244,41,41,13.28263213667708,40.0,100.0
amt_gaming_vqa_dataset/Kenabridgeofspirits_2,B,75.2439024390244,41,42,17.677021722170608,28.0,100.0
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_2000k_hevc_nvenc,K,75.22222222222223,36,37,15.239041802611094,33.0,100.0
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_10000k_h264nvenc,B,75.21621621621621,37,37,17.823663492042673,18.0,100.0
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_5000k_av1,B,75.21428571428571,42,42,12.873996889791739,40.0,95.0
amt_gaming_vqa_dataset/Faastpenguin_2_720p_3000k_av1,A,75.19444444444444,36,36,17.913091805288428,31.0,100.0
amt_gaming_vqa_dataset/2xcHsYJSAbw_SubwaySurfers_0-03_1080p_10000k_h264_nvenc,G,75.1891891891892,37,38,12.973648631053845,52.0,100.0
amt_gaming_vqa_dataset/JakandDaxter,B,75.16666666666667,36,37,13.145552691140665,40.0,98.0
amt_gaming_vqa_dataset/DemonsSouls_2160p_10000k_av1,A,75.15789473684211,38,38,14.912951481301633,20.0,100.0
amt_gaming_vqa_dataset/aOSaIseir1o_SuperMarioRun_0-46_480p_1000k_av1,D,75.15,40,40,14.13072892670438,41.0,97.0
amt_gaming_vqa_dataset/skyrim_2_2160p_10000k_av1,B,75.14285714285714,42,42,15.010427214775335,23.0,100.0
amt_gaming_vqa_dataset/Daysgone_1,A,75.13888888888889,36,37,12.806579857804383,50.0,100.0
amt_gaming_vqa_dataset/thelogomovie2_1080p_6000k_hevcnvenc,B,75.11764705882354,34,34,14.579931222871656,31.0,100.0
amt_gaming_vqa_dataset/CatQuestII,C,75.11428571428571,35,37,20.13635153301671,27.0,100.0
amt_gaming_vqa_dataset/Faastpenguin_2_720p_3500k_hevcnvenc,A,75.11428571428571,35,36,19.58391676652981,19.0,100.0
amt_gaming_vqa_dataset/0JehGz8WBEs_MarioKartTour_0-00_1080p_10000k_h264_nvenc,G,75.0909090909091,33,37,18.855693837211206,11.0,100.0
amt_gaming_vqa_dataset/lxGvk91jPbc_IceAgeVillage_9-43_1080p_5000k_av1,K,75.08695652173913,46,47,15.846856891697348,31.0,100.0
amt_gaming_vqa_dataset/skyrim_2,B,75.07317073170732,41,42,16.091794976205,22.0,100.0
