video_name,total_ratings_count,valid_ratings_count,unset_count,final_rate1,final_rate2,final_rate3,final_rate4,final_rate5,final_rate6,final_rate7,final_rate8,final_rate9,final_rate10,final_rate11,final_rate12,final_rate13,final_rate14,final_rate15,final_rate16,final_rate17,final_rate18,final_rate19,final_rate20,final_rate21,final_rate22,final_rate23,final_rate24,final_rate25,final_rate26,final_rate27,final_rate28,final_rate29,final_rate30,final_rate31,final_rate32,final_rate33,final_rate34,final_rate35,final_rate36,final_rate37,final_rate38,final_rate39,final_rate40,final_rate41
amt_gaming_vqa_dataset/Genshinimpact_2_720p_5000k_h264nvenc,41,41,0,48,89,70,80,74,37,88,49,68,88,100,100,90,83,88,71,48,57,58,81,91,88,67,71,60,73,77,71,58,92,49,87,97,60,53,80,73,84,80,69,73
amt_gaming_vqa_dataset/Genshinimpact_2_1080p_1500k_av1,41,41,0,38,73,61,22,55,38,88,50,67,80,63,100,79,75,79,72,70,38,60,80,66,78,47,51,46,74,82,74,61,70,34,87,72,58,52,64,58,71,40,76,69
amt_gaming_vqa_dataset/Genshinimpact_2_1080p_5000k_av1,41,41,0,94,84,82,68,79,83,81,59,88,85,85,98,76,84,91,72,77,62,69,82,86,78,94,94,66,71,79,71,80,95,55,94,100,62,61,87,85,83,80,75,91
amt_gaming_vqa_dataset/Genshinimpact_2_1080p_500k_av1,41,41,0,41,0,0,8,13,5,60,9,22,32,34,99,79,0,39,7,7,0,38,79,28,31,15,29,48,28,71,10,11,0,62,39,66,64,23,59,1,5,10,25,33
amt_gaming_vqa_dataset/Genshinimpact_2_2160p_10000k_av1,41,41,0,88,88,82,100,70,100,80,70,87,89,77,93,72,88,77,73,87,80,75,82,100,91,72,72,57,73,68,71,70,100,41,92,100,62,65,96,74,94,87,85,71
amt_gaming_vqa_dataset/Genshinimpact_2_2160p_1000k_av1,41,41,0,47,5,30,31,44,30,74,30,42,78,36,99,85,38,41,56,54,56,68,81,62,35,40,42,60,72,71,55,44,67,33,42,70,65,48,87,69,70,23,37,50
amt_gaming_vqa_dataset/Genshinimpact_2_2160p_5000k_av1,41,41,0,60,68,100,84,77,100,78,70,68,94,69,100,93,76,78,72,81,74,74,85,100,87,78,67,63,74,78,71,91,69,83,92,100,62,61,87,84,84,74,56,86
amt_gaming_vqa_dataset/Genshinimpact_2_480p_1000k_av1,41,41,0,30,7,0,10,29,11,51,53,42,52,63,81,72,40,87,70,35,9,62,63,100,50,33,68,38,72,63,52,31,54,77,87,70,71,23,63,30,59,11,36,66
amt_gaming_vqa_dataset/Genshinimpact_2_720p_1300k_av1,41,41,0,54,34,71,42,37,33,75,71,83,59,90,72,93,65,88,72,33,41,67,87,52,78,46,50,55,60,76,36,54,99,31,69,99,60,28,64,62,53,50,62,84
amt_gaming_vqa_dataset/Genshinimpact_2_720p_3000k_av1,41,41,0,62,79,71,70,63,63,68,66,82,83,74,100,83,81,88,79,61,72,73,67,75,78,69,71,47,72,69,75,69,79,78,90,74,62,56,76,79,50,84,92,81
amt_gaming_vqa_dataset/Genshinimpact_2_720p_500k_av1,41,41,0,36,0,25,2,13,0,22,9,12,0,28,98,74,0,38,8,16,9,36,72,6,36,25,4,19,25,78,22,16,31,42,32,55,45,11,36,8,13,12,14,49
amt_gaming_vqa_dataset/Genshinimpact_2_1080p_10000k_h264nvenc,41,40,1,82,75,91,91,78,47,74,55,78,100,74,98,89,84,92,72,52,72,87,78,70,87,78,59,55,73,88,83,77,94,unset,87,100,83,61,78,92,83,70,63,74
amt_gaming_vqa_dataset/Genshinimpact_2_1080p_2300k_h264nvenc,41,40,1,29,6,0,6,3,0,47,29,12,0,0,84,83,0,30,9,50,11,58,82,0,18,12,9,47,30,85,14,25,0,unset,10,0,70,29,45,10,23,10,15,39
amt_gaming_vqa_dataset/Genshinimpact_2_1080p_5300k_h264nvenc,41,41,0,60,44,87,52,56,62,84,71,69,71,100,99,72,63,88,71,50,35,60,76,68,78,61,40,57,72,70,78,58,72,38,49,89,53,36,55,69,73,41,89,74
amt_gaming_vqa_dataset/Genshinimpact_2_2160p_25000k_h264nvenc,41,38,3,65,79,70,93,85,71,88,71,77,100,90,99,74,75,87,72,88,83,79,79,unset,88,91,83,52,73,70,70,84,95,unset,92,unset,55,62,74,78,83,83,54,81
amt_gaming_vqa_dataset/Genshinimpact_2_2160p_5000k_h264nvenc,41,41,0,33,0,0,13,17,0,33,9,4,0,0,100,79,0,23,0,29,8,40,83,0,22,10,8,46,7,69,9,34,0,54,29,0,59,5,50,0,21,9,29,46
amt_gaming_vqa_dataset/Genshinimpact_2_2160p_8500k_h264nvenc,41,40,1,40,61,31,21,37,34,68,59,35,43,31,100,84,14,82,50,49,34,77,84,77,51,34,47,64,50,68,35,34,51,unset,30,44,64,36,41,0,58,16,88,51
amt_gaming_vqa_dataset/Genshinimpact_2_480p_1000k_h264nvenc,41,41,0,13,0,6,0,6,4,38,8,8,0,0,99,69,11,41,7,43,25,32,76,0,32,18,9,32,28,66,9,29,0,56,18,35,66,25,39,7,12,9,3,51
amt_gaming_vqa_dataset/Genshinimpact_2_720p_1000k_h264nvenc,41,41,0,26,0,0,7,0,0,32,0,5,0,0,100,72,0,30,0,16,6,40,80,0,22,9,9,22,6,81,9,9,0,47,9,0,65,11,4,1,12,9,3,34
amt_gaming_vqa_dataset/Genshinimpact_2_720p_2500k_h264nvenc,41,40,1,55,13,61,31,35,35,71,50,62,28,61,100,87,14,79,72,51,48,75,81,50,78,48,25,36,45,73,22,65,100,unset,43,98,82,46,50,99,75,40,73,50
amt_gaming_vqa_dataset/Daysgone_2_1080p_5300k_h264nvenc,41,41,0,63,73,78,60,76,71,71,53,75,100,78,51,72,82,91,48,49,34,68,76,85,69,67,63,56,49,58,71,62,67,46,92,49,62,39,73,78,67,75,45,51
amt_gaming_vqa_dataset/Daysgone_2_2160p_25000k_h264nvenc,41,41,0,92,38,87,61,80,74,62,70,64,74,85,71,85,77,79,71,82,54,59,84,75,78,63,90,55,50,69,77,81,65,47,88,94,58,61,54,60,76,87,69,75
amt_gaming_vqa_dataset/Daysgone_2_2160p_5000k_h264nvenc,41,40,1,59,73,45,48,46,0,65,0,42,5,82,71,90,17,71,unset,45,0,37,74,54,77,36,55,45,50,80,10,25,67,36,31,65,42,10,64,53,29,10,93,68
amt_gaming_vqa_dataset/Hogwartslegacy_2_480p_1000k_av1,41,41,0,29,27,13,38,12,30,51,9,13,9,59,71,70,15,29,28,32,36,49,82,52,41,31,49,22,49,70,24,54,78,45,30,50,77,17,52,14,16,25,64,51
amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_3000k_av1,41,41,0,52,79,50,64,71,60,58,51,75,82,86,53,81,77,50,71,59,57,59,83,73,69,68,9,47,50,73,35,74,88,39,69,82,60,33,97,43,69,70,79,51
amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_500k_av1,41,41,0,22,16,20,10,3,9,59,0,7,23,15,70,69,0,43,0,3,29,66,57,0,27,34,10,7,6,73,10,33,0,50,8,32,58,23,55,2,19,11,28,36
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_10000k_h264nvenc,41,41,0,88,73,96,91,77,66,76,50,77,74,79,71,81,83,51,70,48,53,65,86,87,59,82,92,37,73,69,76,88,70,43,86,75,58,50,78,45,51,69,75,70
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_2300k_h264nvenc,41,41,0,40,9,19,9,23,29,53,29,8,6,51,71,68,13,24,43,32,28,53,80,0,31,32,8,41,30,76,16,34,0,52,12,0,60,25,63,7,16,10,30,42
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_5300k_h264nvenc,41,41,0,56,42,84,62,72,32,62,50,79,77,87,70,92,69,50,69,49,30,60,79,57,36,58,52,39,59,70,17,84,71,33,50,66,52,47,55,70,84,24,84,58
amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_25000k_h264nvenc,41,37,4,59,74,80,92,82,67,66,51,66,83,83,58,92,74,50,73,61,52,57,78,60,77,80,71,56,60,69,33,87,unset,unset,90,unset,55,47,87,unset,69,86,50,72
amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_5000k_h264nvenc,41,41,0,38,65,45,12,14,11,40,0,13,0,14,70,76,0,32,29,15,15,60,75,0,31,34,9,36,30,73,13,32,0,43,24,0,64,7,41,10,22,13,39,34
amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_8500k_h264nvenc,41,41,0,69,71,37,38,76,59,67,51,57,85,50,72,86,16,40,59,58,21,70,64,44,31,50,35,46,50,77,31,69,59,51,46,55,59,28,73,61,78,28,67,47
amt_gaming_vqa_dataset/Hogwartslegacy_2_480p_1000k_h264nvenc,41,41,0,14,19,35,0,14,12,43,9,3,38,31,67,73,6,27,9,14,19,33,81,0,32,25,31,7,30,71,12,47,17,49,15,18,58,4,31,0,35,9,10,28
amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_1000k_h264nvenc,41,41,0,11,33,0,7,15,13,31,29,3,0,37,68,65,0,6,9,32,15,51,81,0,12,19,8,10,28,69,10,15,0,51,8,0,59,6,27,1,8,10,19,22
amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_2500k_h264nvenc,41,41,0,55,26,40,50,25,45,59,29,28,42,78,72,73,18,34,28,46,38,52,86,73,31,34,8,22,61,70,15,50,70,76,46,57,43,27,59,34,59,11,76,60
amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_5000k_h264nvenc,41,41,0,65,82,48,68,62,58,61,50,57,100,74,70,67,58,41,71,50,34,62,70,70,69,56,36,39,71,70,71,83,74,79,68,78,65,42,67,75,73,55,74,64
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_2000k_hevcnvenc,41,41,0,54,33,40,70,54,48,0,51,45,72,52,61,88,71,41,72,3,44,0,76,89,69,68,56,56,50,69,60,77,92,86,68,59,70,42,92,14,78,60,73,54
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_6000k_hevcnvenc,41,39,2,84,36,79,87,66,58,2,50,88,100,70,68,83,63,38,69,4,50,1,82,82,87,71,55,65,71,78,unset,89,71,unset,93,69,42,52,69,64,84,87,66,80
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_800k_hevcnvenc,41,41,0,28,13,4,11,12,31,0,0,13,32,26,100,94,0,6,7,3,11,0,83,0,32,13,9,31,28,78,9,26,0,52,11,25,56,17,36,0,19,10,12,39
amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_10000k_hevcnvenc,41,39,2,90,unset,96,81,74,50,8,51,68,85,89,73,79,75,56,71,3,63,72,75,75,50,57,71,58,74,71,67,88,93,unset,88,93,64,55,82,75,83,60,74,56
amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_1500k_hevcnvenc,41,40,1,42,unset,33,10,12,39,6,0,22,37,12,72,72,17,30,8,4,43,0,75,29,31,41,8,43,28,78,10,33,0,36,30,0,64,26,41,9,33,9,35,38
amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_6000k_hevcnvenc,41,40,1,70,unset,85,79,69,62,8,50,78,100,61,71,73,68,49,71,4,60,0,69,100,31,87,60,38,71,79,75,93,72,51,88,71,62,37,90,88,81,40,80,71
amt_gaming_vqa_dataset/Hogwartslegacy_2_480p_800k_hevcnvenc,41,41,0,31,9,15,12,8,26,8,9,32,40,52,70,69,29,34,7,3,21,0,83,51,50,13,8,26,29,70,13,41,53,73,14,67,65,15,68,24,21,10,42,46
amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_1300k_av1,41,41,0,36,29,73,41,29,52,53,29,31,77,90,99,90,76,41,28,40,34,56,78,66,50,43,19,56,50,60,13,50,95,72,49,49,60,27,71,34,55,42,45,33
amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_5000k_av1,41,39,2,92,43,93,76,76,55,58,71,86,50,69,72,71,56,47,unset,50,62,68,82,82,78,71,79,47,72,59,72,85,95,36,87,unset,54,53,96,81,58,77,80,56
amt_gaming_vqa_dataset/Daysgone_2_2160p_8500k_h264nvenc,41,41,0,75,60,79,55,77,32,63,57,78,75,83,46,84,63,58,51,55,34,72,77,88,78,42,40,65,50,68,73,69,90,46,78,74,66,45,78,53,73,38,74,70
amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_1000k_av1,41,41,0,61,18,40,43,36,52,58,0,22,68,60,73,76,57,28,29,50,40,45,75,67,21,17,28,37,50,61,22,63,65,51,29,50,57,41,92,73,32,12,45,31
amt_gaming_vqa_dataset/Daysgone_2_480p_1000k_h264nvenc,41,41,0,37,15,53,27,34,0,62,40,31,74,61,47,69,11,50,32,53,0,54,80,41,31,18,29,39,29,63,36,36,57,43,47,70,67,20,78,45,35,28,59,54
amt_gaming_vqa_dataset/Daysgone_2_720p_1000k_h264nvenc,41,41,0,39,6,10,0,17,0,61,0,3,28,0,37,81,0,66,0,38,0,35,77,0,32,8,8,46,43,77,9,39,0,40,8,0,77,5,36,35,29,12,29,29
amt_gaming_vqa_dataset/Daysgone_2_720p_2500k_h264nvenc,41,40,1,37,73,70,52,82,38,69,30,67,70,74,60,94,61,45,51,31,28,54,79,88,69,44,53,59,49,69,unset,69,75,51,49,68,63,34,63,56,75,41,83,57
amt_gaming_vqa_dataset/Daysgone_2_720p_5000k_h264nvenc,41,41,0,77,80,84,67,85,63,61,50,69,50,73,41,77,61,80,50,46,35,68,79,70,83,69,87,43,49,57,78,66,53,43,90,69,73,53,69,55,49,76,94,79
amt_gaming_vqa_dataset/Daysgone_2_1080p_2000k_hevcnvenc,41,41,0,51,72,92,71,77,72,0,50,66,90,78,70,71,71,79,42,3,34,0,79,64,68,81,54,40,55,90,60,74,74,39,62,64,58,18,76,76,42,89,83,72
amt_gaming_vqa_dataset/Daysgone_2_1080p_6000k_hevcnvenc,41,41,0,78,71,100,88,74,56,0,50,78,95,88,45,64,72,88,49,3,61,56,76,76,78,73,71,48,50,81,55,83,76,44,91,69,47,40,59,81,72,81,73,84
amt_gaming_vqa_dataset/Daysgone_2_1080p_800k_hevcnvenc,41,41,0,30,67,48,36,17,12,4,29,41,68,75,43,89,23,42,43,4,16,0,81,36,31,27,14,54,49,70,11,37,30,35,31,83,59,26,42,33,19,15,36,43
amt_gaming_vqa_dataset/Daysgone_2_2160p_10000k_hevcnvenc,41,40,1,97,unset,81,74,78,87,0,29,77,82,52,45,88,81,70,45,3,62,2,86,86,59,75,68,41,50,85,61,58,100,84,91,63,82,53,77,52,82,87,79,71
amt_gaming_vqa_dataset/Daysgone_2_2160p_1500k_hevcnvenc,41,40,1,48,unset,56,48,30,0,0,49,50,23,51,52,78,12,50,49,4,10,18,76,75,69,29,28,39,48,78,20,63,69,42,30,74,65,26,87,79,51,11,51,43
amt_gaming_vqa_dataset/Daysgone_2_2160p_6000k_hevcnvenc,41,39,2,65,unset,90,76,79,72,0,49,62,50,100,46,90,82,94,unset,4,55,55,79,82,78,74,72,44,50,79,69,79,64,88,89,91,63,53,87,73,82,87,62,62
amt_gaming_vqa_dataset/Daysgone_2_480p_800k_hevcnvenc,41,41,0,31,64,34,42,14,14,0,50,43,78,50,48,91,54,81,30,4,26,0,78,72,31,39,28,42,48,76,60,46,61,38,47,53,63,20,57,31,30,20,26,43
amt_gaming_vqa_dataset/Daysgone_2_720p_1500k_hevcnvenc,41,40,1,57,74,60,48,72,59,17,49,58,78,83,46,89,87,79,49,3,28,4,61,56,69,66,91,38,45,67,64,67,unset,39,78,89,80,29,60,57,54,85,70,88
amt_gaming_vqa_dataset/Daysgone_2_720p_3500k_hevcnvenc,41,41,0,43,82,83,49,76,60,0,29,68,58,86,51,81,75,71,50,4,56,0,75,100,78,57,72,47,50,82,60,71,83,75,89,69,59,52,68,69,69,84,78,71
amt_gaming_vqa_dataset/Daysgone_2_720p_600k_hevcnvenc,41,41,0,44,9,12,39,15,0,1,50,22,42,30,31,85,13,52,51,3,0,0,81,52,22,37,14,61,29,61,12,32,51,45,32,61,55,7,59,60,34,12,44,58
amt_gaming_vqa_dataset/Hogwartslegacy_2,41,40,1,97,73,100,100,82,74,51,59,81,79,94,73,79,78,70,72,52,61,60,89,77,78,99,56,39,72,68,74,62,97,unset,87,100,63,36,74,82,80,87,93,71
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_1500k_av1,41,41,0,43,67,44,40,36,41,55,50,56,71,88,71,74,34,39,49,16,29,54,83,84,50,51,26,48,51,55,47,68,69,34,50,87,62,36,59,18,71,22,64,52
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_5000k_av1,41,41,0,79,65,83,94,79,59,66,51,69,95,81,63,72,61,60,72,51,54,62,71,87,78,98,61,45,72,64,59,90,60,73,68,61,52,34,87,89,69,64,78,51
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_500k_av1,41,41,0,27,0,0,0,0,31,60,29,13,31,13,71,93,0,37,0,16,23,30,80,41,31,14,28,44,26,79,12,32,27,16,12,6,57,27,36,22,21,15,35,40
amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_10000k_av1,41,40,1,62,73,95,84,68,61,73,50,65,81,65,71,87,75,41,73,56,53,60,80,90,69,88,66,43,72,79,79,83,95,unset,68,95,57,61,87,76,83,69,81,63
amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_600k_hevcnvenc,41,41,0,18,10,0,0,0,30,0,0,16,0,7,28,86,0,40,8,3,14,0,75,28,31,24,8,9,28,79,13,24,29,88,8,41,76,15,48,11,18,10,11,44
amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_1500k_hevcnvenc,41,41,0,54,28,29,46,33,60,0,50,42,79,80,70,74,64,33,52,3,36,7,83,50,60,42,29,23,28,73,8,53,54,46,43,71,62,37,69,67,49,21,83,51
amt_gaming_vqa_dataset/Destiny2_2_1080p_500k_av1,40,40,0,5,72,57,12,12,0,50,51,88,69,0,35,16,0,0,20,30,31,49,5,50,0,17,61,19,28,74,15,15,15,19,0,50,44,3,39,14,20,3,38,
amt_gaming_vqa_dataset/Destiny2_2_2160p_6000k_hevcnvenc,40,40,0,33,30,93,88,76,67,77,78,82,71,71,51,68,83,50,72,73,69,52,51,58,92,73,87,59,50,72,57,60,72,68,69,81,62,79,47,65,60,77,95,
amt_gaming_vqa_dataset/Destiny2_2_720p_1500k_hevcnvenc,40,40,0,25,28,52,56,42,26,61,79,74,71,29,50,42,27,30,29,53,69,50,49,50,17,38,55,62,48,70,14,9,31,100,96,58,45,62,74,38,35,74,55,
amt_gaming_vqa_dataset/Destiny2_2_720p_3500k_hevcnvenc,40,39,1,82,72,62,63,77,51,61,79,73,57,51,50,75,84,60,61,55,83,50,80,50,75,50,50,55,49,78,74,57,34,unset,86,77,54,72,56,57,31,95,67,
amt_gaming_vqa_dataset/Destiny2_2_720p_600k_hevcnvenc,40,40,0,9,50,36,16,0,0,0,17,53,73,0,22,20,0,0,22,9,31,70,31,37,0,13,57,24,27,60,11,10,19,51,5,25,45,7,54,29,4,36,2,
amt_gaming_vqa_dataset/eFootball_1,40,39,1,44,77,87,80,100,52,85,79,84,72,unset,77,72,79,71,77,78,78,50,94,31,83,95,19,86,58,74,84,81,86,93,69,51,34,100,71,62,85,39,94,
amt_gaming_vqa_dataset/eFootball_1_1080p_1500k_av1,40,40,0,28,50,97,44,88,50,66,93,75,93,50,40,58,65,58,28,51,78,91,42,40,17,69,29,55,50,73,73,67,52,49,69,77,28,53,56,61,64,24,13,
amt_gaming_vqa_dataset/eFootball_1_1080p_5000k_av1,40,40,0,58,50,91,43,75,57,43,99,68,71,70,82,63,66,70,61,55,78,92,93,50,76,91,28,80,51,75,84,76,62,76,62,71,44,73,37,47,87,69,87,
amt_gaming_vqa_dataset/eFootball_1_1080p_500k_av1,40,39,1,13,75,67,18,0,50,0,19,77,73,29,30,13,8,8,15,17,50,42,0,40,0,40,10,49,30,83,12,9,18,10,0,82,22,30,65,28,30,28,unset,
amt_gaming_vqa_dataset/eFootball_1_2160p_10000k_av1,40,39,1,28,25,11,45,100,50,49,97,75,74,71,55,59,73,71,52,53,91,21,82,50,76,79,24,79,51,75,83,86,78,66,70,43,29,90,51,68,61,46,unset,
amt_gaming_vqa_dataset/eFootball_1_2160p_1000k_av1,40,40,0,44,50,27,23,51,27,29,59,75,72,51,42,17,28,50,26,24,59,49,0,12,30,62,23,57,42,72,34,31,51,41,28,68,27,31,71,57,46,10,24,
amt_gaming_vqa_dataset/eFootball_1_2160p_5000k_av1,40,39,1,73,73,14,65,50,71,39,80,71,70,51,51,59,56,59,44,76,90,30,56,39,60,52,30,77,51,85,85,41,73,84,68,77,53,100,65,62,71,51,unset,
amt_gaming_vqa_dataset/eFootball_1_480p_1000k_av1,40,40,0,37,29,30,6,52,50,0,50,62,73,28,25,21,29,47,19,52,31,35,0,39,34,37,51,32,50,54,32,10,42,19,16,81,26,42,56,29,31,45,0,
amt_gaming_vqa_dataset/eFootball_1_720p_1300k_av1,40,40,0,36,72,59,28,41,51,28,58,78,71,50,31,50,16,47,27,49,69,91,0,41,38,20,54,60,49,55,29,70,57,49,37,69,22,90,42,58,56,45,61,
