video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count
amt_gaming_vqa_dataset/Daysgone_1_720p_2500k_h264nvenc,Minimally Clear,Severe Artifacts Present,Moderate level of immersion,5,10,22,3,15,19,3,19,15
amt_gaming_vqa_dataset/Daysgone_1_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,21,4,12,22,3,11,21,5
amt_gaming_vqa_dataset/Daysgone_1_720p_3500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,16,9,9,16,11,11,17,8
amt_gaming_vqa_dataset/Daysgone_1_720p_5000k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,25,3,11,22,4,9,26,2
amt_gaming_vqa_dataset/Daysgone_1_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,6,29,4,8,25,3,9,25
amt_gaming_vqa_dataset/Daysgone_1_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,8,28,1,10,26,3,8,26
amt_gaming_vqa_dataset/Daysgone_2,Highly Clear,No visible artifacts,High level of immersion,27,10,2,28,10,1,26,11,2
amt_gaming_vqa_dataset/Daysgone_2_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,23,17,0,22,17,1,19,18,3
amt_gaming_vqa_dataset/Daysgone_2_1080p_1500k_av1,Highly Clear,No visible artifacts,Moderate level of immersion,20,19,2,21,19,1,18,20,3
amt_gaming_vqa_dataset/Daysgone_2_1080p_2000k_hevcnvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,19,16,6,17,20,4,18,19,4
amt_gaming_vqa_dataset/Daysgone_2_1080p_2300k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,20,15,8,19,14,8,20,13
amt_gaming_vqa_dataset/Daysgone_2_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,22,17,1,26,14,0,21,17,2
amt_gaming_vqa_dataset/Daysgone_2_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Moderate level of immersion,3,16,22,2,18,21,1,21,19
amt_gaming_vqa_dataset/Daysgone_2_1080p_5300k_h264nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,21,19,1,17,23,1,19,20,2
amt_gaming_vqa_dataset/Daysgone_2_1080p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,25,12,4,24,14,3,23,13,5
amt_gaming_vqa_dataset/Daysgone_2_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,13,24,3,14,24,1,16,24
amt_gaming_vqa_dataset/Daysgone_2_2160p_10000k_av1,Highly Clear,No visible artifacts,High level of immersion,24,13,3,26,13,1,27,12,1
amt_gaming_vqa_dataset/Daysgone_2_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,20,14,6,20,16,4,19,14,7
amt_gaming_vqa_dataset/Daysgone_2_2160p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,27,5,9,27,5,8,28,5
amt_gaming_vqa_dataset/Daysgone_2_2160p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,21,13,4,21,15,3,23,14
amt_gaming_vqa_dataset/Daysgone_2_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,27,12,2,25,15,1,26,14,1
amt_gaming_vqa_dataset/Daysgone_2_2160p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,25,14,2,24,17,0,23,16,2
amt_gaming_vqa_dataset/Daysgone_2_2160p_5000k_h264nvenc,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,6,18,16,9,15,16,5,21,14
amt_gaming_vqa_dataset/Daysgone_2_2160p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,23,12,4,23,13,3,22,12,5
amt_gaming_vqa_dataset/Daysgone_2_2160p_8500k_h264nvenc,Moderately Clear,No visible artifacts,High level of immersion,18,20,3,21,19,1,19,19,3
amt_gaming_vqa_dataset/Daysgone_2_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,25,5,8,28,5,8,28,5
amt_gaming_vqa_dataset/Daysgone_2_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,18,22,3,16,22,2,16,23
amt_gaming_vqa_dataset/Daysgone_2_480p_800k_hevcnvenc,Minimally Clear,Minor Artifacts Present,Low level of immersion,4,16,21,6,19,16,4,17,20
amt_gaming_vqa_dataset/Daysgone_2_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,7,30,4,7,30,2,7,32
amt_gaming_vqa_dataset/Daysgone_2_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,19,3,17,22,2,17,19,5
amt_gaming_vqa_dataset/Daysgone_2_720p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,23,6,11,23,6,11,22,7
amt_gaming_vqa_dataset/Daysgone_2_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,23,5,8,27,5,8,28,4
amt_gaming_vqa_dataset/Daysgone_2_720p_3000k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,19,21,1,19,19,3,19,21,1
amt_gaming_vqa_dataset/Daysgone_2_720p_3500k_hevcnvenc,Moderately Clear,No visible artifacts,Moderate level of immersion,18,18,5,20,16,5,18,18,5
amt_gaming_vqa_dataset/Daysgone_2_720p_5000k_h264nvenc,Moderately Clear,No visible artifacts,High level of immersion,17,22,2,19,19,3,20,20,1
amt_gaming_vqa_dataset/Daysgone_2_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,16,21,5,15,21,8,11,22
amt_gaming_vqa_dataset/Daysgone_2_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,12,24,4,12,25,2,15,24
amt_gaming_vqa_dataset/DeceiveInc,Highly Clear,No visible artifacts,High level of immersion,27,6,0,21,11,1,24,7,2
amt_gaming_vqa_dataset/DeceiveInc_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,23,12,2,24,10,3,23,11,3
amt_gaming_vqa_dataset/DeceiveInc_1080p_1500k_av1,Highly Clear,No visible artifacts,High level of immersion,21,13,3,18,14,5,20,15,2
amt_gaming_vqa_dataset/DeceiveInc_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,19,7,10,20,7,13,18,6
amt_gaming_vqa_dataset/DeceiveInc_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,9,24,5,6,26,2,11,24
amt_gaming_vqa_dataset/DeceiveInc_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,29,7,1,22,12,3,25,10,2
amt_gaming_vqa_dataset/DeceiveInc_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,13,18,5,14,17,6,14,16
amt_gaming_vqa_dataset/DeceiveInc_1080p_5300k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,19,3,11,21,4,11,22,3
amt_gaming_vqa_dataset/DeceiveInc_1080p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,21,10,5,22,10,4,22,9,5
amt_gaming_vqa_dataset/DeceiveInc_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,9,25,3,10,24,0,15,22
amt_gaming_vqa_dataset/DeceiveInc_2160p_10000k_av1,Highly Clear,No visible artifacts,High level of immersion,23,11,2,23,10,3,18,18,0
amt_gaming_vqa_dataset/DeceiveInc_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,17,11,5,17,11,5,18,11,4
amt_gaming_vqa_dataset/DeceiveInc_2160p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,23,4,10,25,2,10,25,2
amt_gaming_vqa_dataset/DeceiveInc_2160p_1500k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,14,18,2,11,21,2,14,18
amt_gaming_vqa_dataset/DeceiveInc_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,25,8,2,21,11,3,21,13,1
amt_gaming_vqa_dataset/DeceiveInc_2160p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,33,3,1,29,7,1,30,4,3
amt_gaming_vqa_dataset/DeceiveInc_2160p_5000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,9,21,4,5,26,3,13,19
amt_gaming_vqa_dataset/DeceiveInc_2160p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,17,9,8,20,11,3,16,14,4
amt_gaming_vqa_dataset/DeceiveInc_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,19,7,6,19,11,10,20,6
amt_gaming_vqa_dataset/DeceiveInc_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,22,8,9,20,8,8,23,6
amt_gaming_vqa_dataset/DeceiveInc_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,10,24,4,11,22,3,12,22
amt_gaming_vqa_dataset/DeceiveInc_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,11,23,0,13,24,1,16,20
amt_gaming_vqa_dataset/DeceiveInc_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,6,26,4,9,24,2,12,23
amt_gaming_vqa_dataset/DeceiveInc_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,17,19,1,14,20,3,15,20,2
amt_gaming_vqa_dataset/DeceiveInc_720p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,20,8,8,19,9,8,22,6
amt_gaming_vqa_dataset/DeceiveInc_720p_2500k_h264nvenc,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,9,18,9,11,12,13,9,18,9
amt_gaming_vqa_dataset/DeceiveInc_720p_3000k_av1,Highly Clear,No visible artifacts,High level of immersion,25,10,2,23,11,3,21,14,2
amt_gaming_vqa_dataset/DeceiveInc_720p_3500k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,20,12,5,18,14,5,20,14,3
amt_gaming_vqa_dataset/DeceiveInc_720p_5000k_h264nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,17,17,3,15,19,3,15,20,2
amt_gaming_vqa_dataset/DeceiveInc_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Moderate level of immersion,8,14,15,5,14,18,6,16,15
amt_gaming_vqa_dataset/DeceiveInc_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,7,27,2,7,28,2,10,25
amt_gaming_vqa_dataset/DemonsSouls,Highly Clear,No visible artifacts,High level of immersion,30,5,1,29,6,1,27,7,2
amt_gaming_vqa_dataset/DemonsSouls_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,26,10,2,26,12,0,24,14,0
amt_gaming_vqa_dataset/DemonsSouls_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,19,9,12,18,8,12,18,8
amt_gaming_vqa_dataset/DemonsSouls_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,22,8,6,24,8,6,23,9
amt_gaming_vqa_dataset/DemonsSouls_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,6,28,5,3,30,3,5,30
amt_gaming_vqa_dataset/DemonsSouls_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,27,11,0,26,12,0,25,12,1
amt_gaming_vqa_dataset/DemonsSouls_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,7,28,3,10,25,4,6,28
amt_gaming_vqa_dataset/DemonsSouls_1080p_5300k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,19,4,12,22,3,13,21,3
amt_gaming_vqa_dataset/DemonsSouls_1080p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,22,13,3,21,14,3,25,12,1
amt_gaming_vqa_dataset/DemonsSouls_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,3,32,2,2,33,3,4,30
amt_gaming_vqa_dataset/DemonsSouls_2160p_10000k_av1,Highly Clear,No visible artifacts,High level of immersion,28,8,2,26,9,3,28,9,1
amt_gaming_vqa_dataset/DemonsSouls_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,26,7,4,27,7,3,25,9,3
amt_gaming_vqa_dataset/DemonsSouls_2160p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,8,14,16,7,15,16,6,13,19
amt_gaming_vqa_dataset/DemonsSouls_2160p_1500k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,6,7,23,5,6,25,4,8,24
amt_gaming_vqa_dataset/DemonsSouls_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,28,10,0,28,10,0,26,12,0
amt_gaming_vqa_dataset/DemonsSouls_2160p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,25,8,4,22,12,3,24,11,2
amt_gaming_vqa_dataset/DemonsSouls_2160p_5000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,4,31,5,2,31,1,7,30
amt_gaming_vqa_dataset/DemonsSouls_2160p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,25,9,3,25,10,2,25,9,3
amt_gaming_vqa_dataset/DemonsSouls_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,21,4,12,17,7,13,18,5
