video_name,total_ratings_count,valid_ratings_count,unset_count,final_rate1,final_rate2,final_rate3,final_rate4,final_rate5,final_rate6,final_rate7,final_rate8,final_rate9,final_rate10,final_rate11,final_rate12,final_rate13,final_rate14,final_rate15,final_rate16,final_rate17,final_rate18,final_rate19,final_rate20,final_rate21,final_rate22,final_rate23,final_rate24,final_rate25,final_rate26,final_rate27,final_rate28,final_rate29,final_rate30,final_rate31,final_rate32,final_rate33,final_rate34,final_rate35,final_rate36,final_rate37,final_rate38,final_rate39,final_rate40,final_rate41,final_rate42,final_rate43
amt_gaming_vqa_dataset/n-haYz430-A_Valheim_30-00_1080p_800k_hevc_nvenc,43,43,0,36,87,50,30,79,82,41,34,13,49,7,8,12,19,30,41,30,39,31,29,18,29,46,73,50,54,32,73,10,32,15,37,56,18,50,48,36,34,18,14,41,24,35
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00,43,42,1,55,78,50,83,13,55,59,unset,79,59,65,72,85,66,48,78,72,70,73,54,55,50,71,30,50,70,71,92,72,71,55,43,63,83,59,82,72,68,78,65,75,71,97
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00_1080p_1500k_av1,43,43,0,71,59,83,57,96,76,50,67,67,43,76,52,28,69,45,78,60,88,67,38,31,29,62,33,49,70,66,95,68,82,93,37,55,74,71,85,92,65,42,66,71,36,55
amt_gaming_vqa_dataset/auvhCmhrkho_WarRobots_7-33_1080p_500k_av1,43,43,0,33,69,88,48,98,68,49,67,29,59,79,60,64,71,38,78,61,72,83,35,82,50,46,90,71,78,55,87,50,90,57,52,71,73,72,69,59,71,41,52,68,72,66
amt_gaming_vqa_dataset/auvhCmhrkho_WarRobots_7-33_1080p_1500k_av1,43,43,0,30,96,85,73,97,90,51,90,82,33,84,51,80,76,49,69,71,100,92,65,93,72,59,92,71,74,81,65,55,69,19,73,75,85,72,94,64,67,71,64,72,80,70
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00_1080p_500k_av1,43,42,1,65,58,84,48,94,70,49,74,0,31,54,29,63,unset,44,88,28,73,59,18,48,29,61,46,50,42,62,68,29,58,24,36,48,25,50,60,37,59,11,36,41,12,31
amt_gaming_vqa_dataset/ckJ_MgQ9WBQ_RollerCoasterTycoon3_14-00,43,41,2,27,59,50,26,29,55,10,unset,13,4,8,49,27,21,38,22,9,22,55,29,39,7,23,57,39,28,28,14,4,unset,18,26,25,28,22,0,22,8,17,26,43,9,27
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_1500k_av1,43,43,0,65,78,49,43,71,54,72,80,13,37,7,31,24,19,36,31,8,59,64,19,12,41,32,85,41,23,28,47,21,65,36,35,32,16,40,29,68,22,31,29,63,45,36
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_5000k_av1,43,43,0,50,87,50,45,93,87,72,82,32,31,26,7,36,37,35,69,50,65,48,40,29,8,48,69,29,33,63,51,40,59,87,34,45,63,41,42,68,41,19,67,40,84,63
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_500k_av1,43,43,0,23,50,29,24,41,22,64,44,0,0,0,0,36,12,36,22,0,0,42,21,8,0,39,46,32,17,32,40,10,0,11,29,32,25,42,0,36,8,10,4,43,20,8
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_10000k_h264_nvenc,43,42,1,51,87,50,47,unset,82,42,81,19,40,40,51,20,33,34,69,0,32,96,16,37,30,44,47,50,21,52,50,29,76,54,31,60,50,50,66,50,43,27,37,24,78,65
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_2300k_h264_nvenc,43,43,0,43,85,35,55,87,49,70,74,0,39,0,0,8,17,22,50,9,85,16,7,22,29,43,33,39,26,34,31,9,62,14,14,21,17,41,43,41,19,23,35,42,36,22
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_5300k_h264_nvenc,43,43,0,48,93,59,48,77,72,87,88,13,59,15,50,20,34,28,69,28,69,59,22,27,29,36,83,21,22,41,46,20,59,44,32,57,50,59,53,45,28,33,70,77,70,55
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_2000k_hevc_nvenc,43,43,0,51,60,50,37,1,57,69,57,0,54,11,9,31,45,22,60,30,22,50,27,20,29,39,52,43,32,63,31,17,66,36,29,41,20,42,58,59,0,14,43,27,44,44
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_6000k_hevc_nvenc,43,43,0,47,88,8,41,51,70,78,86,28,58,43,49,79,47,36,50,50,74,50,21,44,51,43,67,41,36,55,68,12,84,38,39,40,24,41,50,71,51,35,65,65,69,69
amt_gaming_vqa_dataset/u_ctFy_mVr0_GuildWars_16-15_1080p_800k_hevc_nvenc,43,42,1,36,55,29,39,30,40,59,44,19,12,0,1,20,17,25,36,29,9,0,14,13,7,32,64,14,unset,29,23,14,0,45,28,31,22,4,6,13,0,23,0,42,4,27
amt_gaming_vqa_dataset/IpMRK2z9Fm4_MarioKartTour_3-32,43,42,1,25,50,9,37,7,57,50,unset,46,49,19,59,24,55,48,50,51,55,55,29,18,49,45,66,50,48,41,66,19,50,47,47,51,13,32,69,63,58,30,34,64,37,83
amt_gaming_vqa_dataset/auvhCmhrkho_WarRobots_7-33,43,40,3,41,85,unset,55,0,90,87,unset,84,78,93,72,78,82,49,87,unset,85,100,40,78,73,74,89,79,80,81,93,56,83,93,81,79,66,71,94,92,93,71,76,72,90,96
amt_gaming_vqa_dataset/IpMRK2z9Fm4_MarioKartTour_3-32_720p_1300k_av1,43,43,0,30,62,50,41,95,66,23,74,35,36,32,53,12,34,39,65,30,64,77,24,11,6,34,68,72,37,36,50,53,69,53,47,48,50,32,85,46,47,30,41,21,42,64
amt_gaming_vqa_dataset/IpMRK2z9Fm4_MarioKartTour_3-32_720p_3000k_av1,43,43,0,28,78,50,47,98,59,50,88,64,13,34,50,47,68,42,69,28,35,79,31,32,50,47,74,50,58,51,72,14,65,9,42,54,45,24,65,55,60,41,38,42,42,59
amt_gaming_vqa_dataset/IpMRK2z9Fm4_MarioKartTour_3-32_720p_500k_av1,43,43,0,33,59,50,40,50,17,31,68,17,12,24,28,24,21,38,50,30,16,50,13,30,8,41,68,59,31,37,69,27,56,44,21,38,50,33,42,38,7,29,29,38,41,40
amt_gaming_vqa_dataset/IpMRK2z9Fm4_MarioKartTour_3-32_720p_1000k_h264_nvenc,43,43,0,22,51,50,30,78,30,42,74,22,22,13,52,21,32,31,41,8,31,0,3,26,7,40,95,39,33,43,31,28,29,42,27,26,18,4,35,22,0,18,12,53,28,27
amt_gaming_vqa_dataset/IpMRK2z9Fm4_MarioKartTour_3-32_720p_2500k_h264_nvenc,43,42,1,29,85,50,39,unset,51,54,62,71,28,44,50,56,26,29,54,53,43,83,30,28,50,38,89,50,43,38,63,58,66,55,45,59,50,40,51,68,47,32,57,70,36,59
amt_gaming_vqa_dataset/IpMRK2z9Fm4_MarioKartTour_3-32_720p_5000k_h264_nvenc,43,42,1,30,87,50,41,95,57,31,75,58,31,44,70,36,25,33,59,unset,46,50,30,31,28,44,63,60,26,43,88,54,50,11,54,53,16,41,84,59,56,31,48,75,36,73
amt_gaming_vqa_dataset/IpMRK2z9Fm4_MarioKartTour_3-32_720p_1500k_hevc_nvenc,43,43,0,35,87,50,40,92,54,29,76,41,31,57,50,37,31,34,59,48,35,49,35,17,40,47,92,50,58,53,58,9,63,54,51,54,46,33,68,45,58,46,44,69,39,53
amt_gaming_vqa_dataset/IpMRK2z9Fm4_MarioKartTour_3-32_720p_3500k_hevc_nvenc,43,42,1,25,53,50,29,92,56,50,unset,64,13,43,51,28,55,38,69,50,48,31,34,33,49,36,75,40,47,61,86,35,59,53,56,51,50,28,94,72,27,32,72,67,37,63
amt_gaming_vqa_dataset/IpMRK2z9Fm4_MarioKartTour_3-32_720p_600k_hevc_nvenc,43,43,0,27,71,50,41,40,41,36,46,13,15,0,27,29,27,30,31,8,14,27,14,31,28,30,52,50,19,23,40,0,14,37,29,16,13,22,34,36,4,10,4,40,5,46
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00_1080p_5000k_av1,43,43,0,71,95,88,56,21,72,78,68,79,100,86,74,63,79,47,69,72,82,83,49,49,50,65,33,50,69,63,93,66,72,53,37,73,34,51,68,78,87,46,63,70,79,69
amt_gaming_vqa_dataset/auvhCmhrkho_WarRobots_7-33_1080p_10000k_h264_nvenc,43,43,0,29,59,92,91,50,77,58,90,86,92,100,73,82,79,49,78,71,93,100,62,87,72,73,46,69,78,85,83,55,50,38,84,72,83,75,97,74,59,72,87,69,86,68
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00_1080p_10000k_h264_nvenc,43,41,2,88,50,87,72,unset,76,67,90,78,59,67,50,63,83,74,77,51,95,94,75,44,45,66,74,51,54,68,94,75,unset,91,45,60,64,73,83,74,61,63,67,70,69,73
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_10000k_h264_nvenc,43,42,1,91,69,50,65,unset,69,70,94,85,87,80,71,62,78,43,87,71,85,73,56,75,72,63,93,44,65,86,90,67,71,91,77,86,85,73,65,83,94,87,68,67,64,87
amt_gaming_vqa_dataset/5162HItNstY_WorldofTanks_1-58_480p_800k_hevc_nvenc,43,43,0,21,31,31,28,59,28,50,35,0,11,0,7,6,26,9,31,0,22,19,23,17,7,28,44,13,9,30,45,11,24,18,29,26,36,3,2,12,8,8,20,41,8,13
amt_gaming_vqa_dataset/_seGSJWMHSk_EuroTruckSimulator2_5-14,43,42,1,25,31,50,32,77,28,50,unset,12,54,0,30,24,45,31,31,27,17,30,25,45,27,55,67,38,48,34,69,32,14,44,37,28,50,13,51,41,41,37,41,62,51,46
amt_gaming_vqa_dataset/_seGSJWMHSk_EuroTruckSimulator2_5-14_480p_1000k_av1,43,43,0,25,56,66,30,59,40,34,31,12,54,25,45,13,45,31,50,27,45,37,30,45,29,47,68,30,36,36,70,42,52,45,36,34,16,23,78,41,51,25,31,58,35,41
amt_gaming_vqa_dataset/_seGSJWMHSk_EuroTruckSimulator2_5-14_480p_1000k_h264_nvenc,43,43,0,36,50,50,27,91,50,45,74,29,65,20,7,33,25,29,40,0,72,17,29,35,27,45,80,31,41,39,86,37,49,91,38,35,17,22,50,39,40,29,46,71,38,78
amt_gaming_vqa_dataset/_seGSJWMHSk_EuroTruckSimulator2_5-14_480p_800k_hevc_nvenc,43,43,0,29,44,50,35,61,25,50,34,12,31,24,29,36,28,25,50,26,37,45,19,35,29,54,96,11,32,31,83,32,63,46,39,31,32,31,57,45,66,30,38,67,28,31
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04,43,41,2,93,87,50,92,4,70,50,unset,78,100,84,72,74,76,47,87,71,83,54,56,100,unset,51,94,43,74,83,91,56,84,87,78,87,89,97,36,78,92,84,54,41,74,96
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_1500k_av1,43,43,0,78,89,62,71,94,70,60,83,72,69,74,72,63,64,34,82,71,94,100,57,86,72,60,96,40,75,81,82,43,77,94,72,79,75,72,59,78,64,91,61,67,73,59
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_5000k_av1,43,43,0,79,71,63,48,96,78,67,89,87,87,74,73,55,74,48,88,71,89,88,76,100,73,56,71,40,83,88,64,72,66,91,74,78,46,72,94,87,91,71,85,39,78,74
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_500k_av1,43,43,0,93,88,50,46,71,59,60,81,69,100,66,72,71,80,46,69,71,46,89,44,77,71,48,69,40,56,78,65,59,64,92,69,73,44,75,54,64,70,71,75,40,84,92
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_2300k_h264_nvenc,43,43,0,74,87,50,57,70,51,50,88,44,77,74,70,77,78,40,78,72,69,69,25,77,72,53,89,41,56,86,91,20,71,95,66,79,85,71,49,74,100,62,35,47,71,71
amt_gaming_vqa_dataset/5162HItNstY_WorldofTanks_1-58_480p_1000k_av1,43,42,1,26,19,38,29,40,35,51,16,0,18,0,7,14,unset,22,32,0,31,29,26,18,7,27,10,38,9,23,31,16,0,38,22,28,50,13,0,22,0,14,23,34,6,13
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_5300k_h264_nvenc,43,43,0,93,64,60,57,60,77,71,67,59,100,80,74,45,78,47,82,72,78,100,63,40,73,55,79,36,75,78,94,69,100,92,66,82,85,78,59,87,91,80,79,73,60,73
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_2000k_hevc_nvenc,43,43,0,94,59,50,65,71,86,50,82,77,86,67,58,73,63,46,78,71,100,71,48,29,70,60,66,40,78,66,82,65,91,89,62,80,66,73,70,64,76,91,83,71,80,78
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_6000k_hevc_nvenc,43,42,1,76,96,50,56,78,57,65,85,72,87,74,73,66,75,40,87,unset,87,100,60,88,71,59,89,43,70,83,81,58,65,40,75,92,66,60,50,91,60,62,72,76,69,83
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_800k_hevc_nvenc,43,43,0,93,50,50,45,77,70,48,89,59,78,68,74,81,64,39,69,72,69,85,26,62,72,47,86,41,70,80,50,32,59,90,73,62,27,50,83,80,74,61,58,43,73,45
amt_gaming_vqa_dataset/p5rzPRQnycU_AngryBirds2_1-03,43,42,1,29,92,30,30,59,26,26,unset,31,18,19,9,30,17,29,32,41,26,50,15,17,29,31,68,49,27,43,23,16,95,45,45,49,27,22,51,27,60,16,29,39,41,22
amt_gaming_vqa_dataset/vNGNQoNZ1vQ_HalfLife2_4-26,43,42,1,29,85,31,27,50,53,50,unset,11,31,26,25,16,36,11,50,29,28,10,20,24,30,30,68,44,22,20,46,15,0,22,31,60,16,41,30,42,0,9,29,20,25,45
amt_gaming_vqa_dataset/vNGNQoNZ1vQ_HalfLife2_4-26_480p_1000k_av1,43,43,0,30,58,28,28,50,45,59,79,0,59,27,9,16,16,12,31,8,22,0,21,38,8,28,37,50,36,37,41,26,43,55,35,28,54,34,55,22,31,11,24,46,10,55
amt_gaming_vqa_dataset/vNGNQoNZ1vQ_HalfLife2_4-26_480p_1000k_h264_nvenc,43,43,0,28,59,57,24,40,46,57,57,0,30,9,25,14,22,24,31,0,17,14,18,30,27,39,44,43,20,49,56,9,15,20,27,40,17,50,0,38,54,13,21,69,8,31
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00_1080p_2300k_h264_nvenc,43,43,0,55,63,86,57,91,82,72,81,43,73,61,75,45,72,48,41,49,59,100,44,53,49,57,39,50,35,75,68,70,52,95,43,71,82,50,49,50,85,42,73,58,64,69
amt_gaming_vqa_dataset/5162HItNstY_WorldofTanks_1-58_480p_1000k_h264_nvenc,43,42,1,26,7,40,13,40,30,44,47,0,13,0,8,9,30,38,40,unset,0,0,26,12,29,29,21,31,22,22,22,14,0,45,26,31,39,23,65,36,0,10,28,36,22,22
amt_gaming_vqa_dataset/vNGNQoNZ1vQ_HalfLife2_4-26_480p_800k_hevc_nvenc,43,43,0,31,59,30,21,50,50,54,40,8,21,0,28,16,14,17,31,27,29,28,28,34,0,33,30,42,29,31,40,9,19,53,33,53,8,40,27,41,33,29,34,53,33,42
amt_gaming_vqa_dataset/5162HItNstY_WorldofTanks_1-58,43,41,2,30,63,32,30,13,49,50,unset,0,17,0,25,11,23,30,31,28,23,31,28,14,28,23,13,12,26,25,28,unset,0,44,29,36,36,33,16,36,0,17,19,52,29,18
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_1500k_av1,43,43,0,93,87,50,66,97,71,41,89,70,69,82,51,68,55,55,78,50,54,100,62,86,51,66,78,82,88,78,92,91,100,55,81,61,85,87,100,52,87,72,75,70,74,62
amt_gaming_vqa_dataset/FAh_6RoEdJ4_StarCraft_11-12,43,42,1,41,90,62,30,93,53,34,unset,22,24,0,27,54,62,29,50,9,23,0,28,33,29,32,64,41,30,53,34,32,52,44,27,52,50,30,0,36,10,34,29,47,36,8
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00_1080p_2000k_hevc_nvenc,43,43,0,61,58,80,74,96,78,71,80,40,50,66,55,55,61,44,78,74,77,71,38,49,43,61,45,44,51,73,92,71,54,53,52,66,37,50,68,66,79,37,71,69,62,59
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00_1080p_6000k_hevc_nvenc,43,42,1,71,100,50,65,50,54,70,75,77,64,65,70,70,79,50,78,71,73,71,35,32,27,63,19,40,45,76,89,unset,66,64,41,76,50,78,89,97,58,76,45,76,79,83
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00_1080p_800k_hevc_nvenc,43,43,0,57,86,84,58,95,59,72,64,10,41,25,55,75,28,47,78,51,64,59,42,63,29,53,33,50,37,50,83,80,57,91,38,55,26,72,98,37,48,34,66,64,58,38
amt_gaming_vqa_dataset/qHQWcxUi4ic_Terraria_1-45,43,42,1,26,18,50,31,29,41,12,unset,39,23,34,49,28,54,39,31,8,34,41,26,5,29,33,45,50,35,29,31,13,28,16,43,45,18,13,55,50,61,9,19,38,35,36
amt_gaming_vqa_dataset/qHQWcxUi4ic_Terraria_1-45_480p_1000k_av1,43,42,1,25,9,40,26,31,25,9,64,59,13,43,49,53,unset,36,41,29,43,40,34,0,49,30,69,45,45,31,30,35,61,56,46,35,64,22,40,36,66,7,28,55,24,41
amt_gaming_vqa_dataset/qHQWcxUi4ic_Terraria_1-45_480p_1000k_h264_nvenc,43,43,0,29,36,50,29,41,26,8,73,2,0,0,50,45,33,38,50,49,37,56,23,9,50,30,93,50,32,37,27,37,85,44,38,42,50,22,27,41,44,13,31,24,34,41
amt_gaming_vqa_dataset/qHQWcxUi4ic_Terraria_1-45_480p_800k_hevc_nvenc,43,42,1,26,45,42,20,12,50,8,65,12,0,26,49,35,unset,44,32,51,22,50,35,14,50,23,84,60,39,35,44,46,52,54,27,37,71,13,57,37,27,23,57,39,37,50
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37,43,41,2,93,87,9,65,2,72,50,unset,71,99,90,50,65,unset,69,78,56,73,100,77,86,60,60,96,77,72,79,62,80,92,65,76,71,63,69,100,78,100,88,66,70,65,96
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00_1080p_5300k_h264_nvenc,43,43,0,65,50,85,67,97,82,68,73,79,86,27,70,74,85,35,78,51,96,28,48,39,30,48,29,50,56,64,92,82,70,94,49,59,75,59,60,73,89,72,35,69,75,82
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_5000k_av1,43,43,0,90,93,50,75,94,59,30,97,69,78,84,51,71,70,69,83,57,59,100,63,68,60,59,95,50,73,76,83,90,100,63,82,65,75,71,100,87,100,77,64,68,74,83
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_10000k_h264_nvenc,43,43,0,91,87,50,65,95,67,30,92,72,90,92,59,63,44,68,78,53,100,100,71,59,50,59,96,83,75,74,83,79,100,56,74,73,64,62,100,70,100,86,78,73,74,90
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_2300k_h264_nvenc,43,43,0,92,97,59,67,93,53,42,74,68,99,82,50,64,67,65,69,50,80,96,55,58,71,62,96,71,82,66,63,100,100,90,72,81,55,60,93,73,100,83,69,71,73,41
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_5300k_h264_nvenc,43,40,3,90,88,50,57,93,59,29,80,60,69,82,58,54,unset,62,83,unset,75,100,61,88,60,65,97,78,73,74,44,82,100,97,80,85,88,70,78,78,70,89,75,unset,73,92
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_2000k_hevc_nvenc,43,43,0,93,93,61,57,92,49,50,88,69,88,73,52,81,68,64,69,50,84,100,63,59,50,58,96,87,76,60,78,89,94,62,73,76,82,72,77,88,100,67,77,41,76,78
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_6000k_hevc_nvenc,43,43,0,85,87,50,68,94,44,50,85,68,82,82,51,81,72,70,69,50,75,100,66,77,50,82,96,79,83,82,94,99,100,96,76,80,81,62,100,83,100,83,44,80,74,73
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_800k_hevc_nvenc,43,43,0,91,59,51,56,92,55,29,83,42,49,17,50,64,63,48,40,50,81,100,40,100,58,46,97,81,46,71,50,82,100,63,44,44,45,60,68,45,92,39,51,71,70,50
amt_gaming_vqa_dataset/orva3ov0BqQ_DiabloIII_8-48,43,41,2,22,12,42,27,58,45,8,unset,0,12,0,53,unset,14,9,41,30,0,2,0,18,8,27,62,13,21,16,21,37,0,42,29,33,14,14,92,27,0,9,1,40,10,13
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_500k_av1,43,43,0,93,96,61,61,96,50,28,69,64,91,83,51,66,68,71,69,50,79,100,61,91,59,59,96,87,76,73,31,91,100,92,72,66,74,72,98,66,96,67,61,40,68,82
amt_gaming_vqa_dataset/tlbm95TGEYw_CitiesSkylines_9-49,40,39,1,unset,61,56,4,79,76,50,72,84,71,57,47,40,63,55,68,59,60,64,66,35,50,51,82,80,75,71,72,57,59,59,44,73,34,59,50,88,71,68,84,,,
