WorkerId,AssignmentId,Reasons,Rejections
AM8EV600ZP69X,3I02618YBRXGOOABGMHVPE185CQPUI/3I02618YBRXGOOABGMHVPE185CQPUI,"Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2.0
A1YLQJK3GNEVS4,3HL8HNGX5WS6DJXE48QZHO0QP7UF9M/3HL8HNGX5WS6DJXE48QZHO0QP7UF9M,"Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2.0
AK84D0JFR31KS,3PXX5PX6MOPU5LV3RCI3UTKPGRGBAB/3PXX5PX6MOPU5LV3RCI3UTKPGRGBAB,"Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2.0
A1WKUNC2NQCX5J,3XLBSAQ90V384H0LQNMM6KP26MW7ZM/3XLBSAQ90V384H0LQNMM6KP26MW7ZM,"Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2.0
A1O0GE8I3TI1LF,3TPZPLC3NR3WPUXS12LU25B8RL1P3C/3TPZPLC3NR3WPUXS12LU25B8RL1P3C,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2.0
A2TW985PTHOP3A,3GFK2QRXY08PNIHXR7NI9WHOZS75WI/3GFK2QRXY08PNIHXR7NI9WHOZS75WI,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=59Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",2.0
A1TRCGTBFJO7UQ,3KKG4CDWL9PWF30PKRUGQK3Z1V149W/3KKG4CDWL9PWF30PKRUGQK3Z1V149W,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=58Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",2.0
A1Q17AURTUSKIT,3TGOYF992ODTGTI7X8GPZKO7CF9UUH/3TGOYF992ODTGTI7X8GPZKO7CF9UUH,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2.0
A13MAWPV4T44I2,38F71OA9HKNLK3G8THU4MA6AP6XFMH/38F71OA9HKNLK3G8THU4MA6AP6XFMH,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2.0
A10FCQ7R6OGXF8,36AHBNMV2I3OG0RQLENPS5QWM3VDYU/36AHBNMV2I3OG0RQLENPS5QWM3VDYU,"Too many unset video ratings (33 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2.0
A13Z1UE0HXRU5V,3XLBSAQ90V384H0LQNMM6KP27017ZK/3XLBSAQ90V384H0LQNMM6KP27017ZK,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=59Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",2.0
A29RP84ED4CSO4,36U2A8VAHSQWU6X0DV9CWILM6CSKYE/36U2A8VAHSQWU6X0DV9CWILM6CSKYE,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2.0
A1U9QQOBJJDYW0,3HPZF4IVODKEB8LCLISE8Z8E13ACYK/3HPZF4IVODKEB8LCLISE8Z8E13ACYK,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2.0
A1H8AO3Z2HY5DA,3RXPCZQMRG2U2EQEBFHOK3IJUH41GC/3RXPCZQMRG2U2EQEBFHOK3IJUH41GC/3RXPCZQMRG2U2EQEBFHOK3IJUH41GC,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",3.0
A2B21OGTDRUD0,3FTF2T8WMI98O5J9UX0ZLCMQMJQ9W4/3FTF2T8WMI98O5J9UX0ZLCMQMJQ9W4/3FTF2T8WMI98O5J9UX0ZLCMQMJQ9W4,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (30 > 18) | The scores for golden videos are not consistent with the true scores.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | The scores for golden videos are not consistent with the true scores.",3.0
A2COHYO0JHGJKG,3F6HPJW4K4RXOLYA9OLKBPECGBE2WZ/3F6HPJW4K4RXOLYA9OLKBPECGBE2WZ/3F6HPJW4K4RXOLYA9OLKBPECGBE2WZ,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",3.0
A384KX8MUIJSTJ,3Z4AIRP3DX45O0L40PHS8PIEX6OX1M/3Z4AIRP3DX45O0L40PHS8PIEX6OX1M/3Z4AIRP3DX45O0L40PHS8PIEX6OX1M,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",3.0
A2XSHWY53BSMV2,32ZKVD5486EUL0WIIX3T7L6JAHOB3F/3OHYZ19UH3WEOFKCVHNP0DKONQDAOS/3OHYZ19UH3WEOFKCVHNP0DKONQDAOS,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=56Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=66Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",3.0
A3O8EW6AE6KVZ8,39RP059MF8KV7M4SOF883KFPBMBBMU/39RP059MF8KV7M4SOF883KFPBMBBMU/39RP059MF8KV7M4SOF883KFPBMBBMU,"all slider ratings are very similar, the slider moved to same range of scores.all slider ratings are very similar, the slider moved to same range of scores.all slider ratings are very similar, the slider moved to same range of scores.",3.0
ATX76N0GN1SQ8,3SKEMFQB0UWHF06I0RBIX5XKEBU8KM/3SKEMFQB0UWHF06I0RBIX5XKEBU8KM/3SKEMFQB0UWHF06I0RBIX5XKEBU8KM,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=59Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=59Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",3.0
A332U5R6NCL0X4,3HOSI13XIQFLIPWZPI0BFKGV6OXDDE/3HOSI13XIQFLIPWZPI0BFKGV6OXDDE/3HOSI13XIQFLIPWZPI0BFKGV6OXDDE,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",3.0
A25KTR0P53BGPW,3EJPLAJKFD7P0HMG7DHU06P6DIL6ZB/3EJPLAJKFD7P0HMG7DHU06P6DIL6ZB/3EJPLAJKFD7P0HMG7DHU06P6DIL6ZB,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (29 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",3.0
A3MGZCGUPG3BL3,3GNCZX4519EW9FWDAH04PDPEZ2AAPQ/3GNCZX4519EW9FWDAH04PDPEZ2AAPQ/3GNCZX4519EW9FWDAH04PDPEZ2AAPQ,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",3.0
A1EQ8UXKOUDYT4,3O6CYIULF4S68X7CS8VQH894Z2SUW4/3O6CYIULF4S68X7CS8VQH894Z2SUW4/3O6CYIULF4S68X7CS8VQH894Z2SUW4,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionToo many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=65Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",3.0
A2NSE2W0XW5TE0,3Z4AIRP3DX45O0L40PHS8PIEWEK1X1/3L70J4KA07DNKITN5899PJ8PKQ8ADQ/3OLF68YTO0SKI27JWE4ZDJBAW3OAF1/3TESA3PJ4S1RQD8PF4YHH0QJNL8MMN,Too many unset video ratings (20 > 18)Too many unset video ratings (23 > 18)Too many unset video ratings (19 > 18)Too many unset video ratings (19 > 18),4.0
A2XYKHFV39INDC,3HSYG7LRCAP1A18J9G8LNA6B80MKKS/36W0OB37IN55X66X3W8YXXEWKTVHZ9/3HSYG7LRCAP1A18J9G8LNA6B80MKKS/36W0OB37IN55X66X3W8YXXEWKTVHZ9,"Too many unset video ratings (32 > 18)Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",4.0
ACBK30I7R42NI,3FUI0JHJQOPPI5S534ONP287OJX33S/3FUI0JHJQOPPI5S534ONP287OJX33S/3QRYMNZ7GP81LQJ902ETGTABNWONTQ/3QRYMNZ7GP81LQJ902ETGTABNWONTQ/3QRYMNZ7GP81LQJ902ETGTABNWONTQ,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=60Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersionToo many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=64Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=64Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",5.0
A36NPTH2FLH2PA,3N8OEVH1GIH3QJED50S7184TDKSOO7/3ZOTGHDK692IOB66CH9GLDEUA9VOS4/3N8OEVH1GIH3QJED50S7184TDKSOO7/3ZOTGHDK692IOB66CH9GLDEUA9VOS4/3N8OEVH1GIH3QJED50S7184TDKSOO7/3ZOTGHDK692IOB66CH9GLDEUA9VOS4,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=62Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=65Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=62Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=65Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",6.0
AH4ERHALTP5ME,3483FV8BF5AZU6J4I68GDVFZRHJ62F/3483FV8BF5AZU6J4I68GDVFZRHJ62F/3DEL4X4EMXC2E6W7CEO1MCTO30EXYI/3LRLIPTPFH0VYOZXXPVWTW3F40RAKR/3BV8HQ2Z0NSOZ9E8VL1VJDYX35Q6A1/3DEL4X4EMXC2E6W7CEO1MCTO30EXYI,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=71Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionThe scores for repeated videos are not consistent (4 > 3)Too many unset video ratings (19 > 18)Too many unset video ratings (20 > 18)The scores for repeated videos are not consistent.",6.0
A3DJ0UVMQRZ32R,3I0BTBYZBOCUHGQW92ZUDY6DTS3Y0W/3I0BTBYZBOCUHGQW92ZUDY6DTS3Y0W/3C6FJU71UHKAX22C79DE25UK9GMYUC/34MAJL3QQVEA01B93IT6Z70D12P34A/3C6FJU71UHKAX22C79DE25UK9GMYUC/34MAJL3QQVEA01B93IT6Z70D12P34A,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=61Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=60Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=60Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",6.0
AQTP7NEWCUGIX,3RWE2M8QX8105HMI20QJWI86Q1TN0C/39GAF6DQXIRDKBG90AGAK4LTHWSV1V/3RWE2M8QX8105HMI20QJWI86Q1TN0C/39GAF6DQXIRDKBG90AGAK4LTHWSV1V/3RWE2M8QX8105HMI20QJWI86Q1TN0C/39GAF6DQXIRDKBG90AGAK4LTHWSV1V,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",6.0
A5EJ10KD1ELO4,33PPO7FEDM62Q0CLHW1M6HW8YSMDIV/3Z2R0DQ0K8537LCJOOREPJ7C98NE2B/33PPO7FEDM62Q0CLHW1M6HW8YSMDIV/3Z2R0DQ0K8537LCJOOREPJ7C98NE2B/33PPO7FEDM62Q0CLHW1M6HW8YSMDIV/3Z2R0DQ0K8537LCJOOREPJ7C98NE2B,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | The scores for golden videos are not consistent with the true scores.Too many unset video ratings (29 > 18)Too many unset video ratings (30 > 18) | The scores for golden videos are not consistent with the true scores.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | The scores for golden videos are not consistent with the true scores.",6.0
ANS5TI6KAZ5VJ,35LDD55581VW0P8MUSL12NYFZ84KMS/35K3O9HUB24N8FOVCJ6L9211IAYEFX/35LDD55581VW0P8MUSL12NYFZ84KMS/35K3O9HUB24N8FOVCJ6L9211IAYEFX/35LDD55581VW0P8MUSL12NYFZ84KMS/35K3O9HUB24N8FOVCJ6L9211IAYEFX,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | The scores for golden videos are not consistent with the true scores.Too many unset video ratings (29 > 18)Too many unset video ratings (30 > 18) | The scores for golden videos are not consistent with the true scores.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | The scores for golden videos are not consistent with the true scores.",6.0
A369AG143K4YH9,30IQTZXKBBX5HB0M46DSUKZ4RNVX0D/30BXRYBRQVO13B1SS9ORYTKE42NWHH/30IQTZXKBBX5HB0M46DSUKZ4RNVX0D/30BXRYBRQVO13B1SS9ORYTKE42NWHH/30IQTZXKBBX5HB0M46DSUKZ4RNVX0D/30BXRYBRQVO13B1SS9ORYTKE42NWHH/3ZOTGHDK692IOB66CH9GLDEUAAPSO4/3ZOTGHDK692IOB66CH9GLDEUAAPSO4,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=68Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=63Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=68Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=63Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionToo many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionToo many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=62Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",8.0
A1OHBXTGGFF2EK,38SKSKU7SSOLOC0DUDZAPU4D70YILO/392CY0QWHSIPQ4TSOL0T3D22LDV4I7/3TYCR1GOU3A7J2PNUHNWPP733CRZLR/38SKSKU7SSOLOC0DUDZAPU4D70YILO/392CY0QWHSIPQ4TSOL0T3D22LDV4I7/3TYCR1GOU3A7J2PNUHNWPP733CRZLR/38SKSKU7SSOLOC0DUDZAPU4D70YILO/392CY0QWHSIPQ4TSOL0T3D22LDV4I7/3TYCR1GOU3A7J2PNUHNWPP733CRZLR,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (29 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",9.0
A3JQVOGVJ2OAAX,3R0T90IZ2J3EPH0CRC681Z1AYDJCGZ/3R0T90IZ2J3EPH0CRC681Z1AYDJCGZ/3R0T90IZ2J3EPH0CRC681Z1AYDJCGZ/378XPAWRV344ST99XMAKGGO2DNXAIU/3QL2OFSMAX9KZ9HYEGJ3RJA7ZP5NCI/378XPAWRV344ST99XMAKGGO2DNXAIU/3QL2OFSMAX9KZ9HYEGJ3RJA7ZP5NCI/378XPAWRV344ST99XMAKGGO2DNXAIU/3QL2OFSMAX9KZ9HYEGJ3RJA7ZP5NCI,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (29 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",9.0
