video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count
amt_gaming_vqa_dataset/npHnaTnSmwg_CitiesSkylines_6-50_480p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,11,17,4,13,14,1,14,16
amt_gaming_vqa_dataset/p0Q4nILzoTM_WarRobots_0-58_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,3,27,2,4,25,0,4,27
amt_gaming_vqa_dataset/p0Q4nILzoTM_WarRobots_0-58_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,5,25,1,3,27,2,4,25
amt_gaming_vqa_dataset/p0Q4nILzoTM_WarRobots_0-58_480p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,1,29,1,2,28,0,3,28
amt_gaming_vqa_dataset/qHQWcxUi4ic_Terraria_0-54,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,2,17,11,4,15,11,3,15,12
amt_gaming_vqa_dataset/qHQWcxUi4ic_Terraria_0-54_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,16,9,5,17,9,4,18,9
amt_gaming_vqa_dataset/qHQWcxUi4ic_Terraria_0-54_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,2,18,11,3,18,10,2,20,9
amt_gaming_vqa_dataset/qHQWcxUi4ic_Terraria_0-54_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,2,19,10,0,21,10,2,20,9
amt_gaming_vqa_dataset/rlOh43dqT2s_WarRobots_0-46,Minimally Clear,Severe Artifacts Present,Low level of immersion,10,9,11,9,10,11,6,12,12
amt_gaming_vqa_dataset/rlOh43dqT2s_WarRobots_0-46_480p_1000k_av1,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,9,11,11,5,12,14,4,15,12
amt_gaming_vqa_dataset/rlOh43dqT2s_WarRobots_0-46_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,11,18,0,8,23,1,11,19
amt_gaming_vqa_dataset/rlOh43dqT2s_WarRobots_0-46_480p_800k_hevc_nvenc,Minimally Clear,Minor Artifacts Present,Moderate level of immersion,8,11,12,3,14,14,5,13,13
amt_gaming_vqa_dataset/sfRXREOaNBE_WorldofTanks_0-41,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,7,21,2,9,19,2,9,19
amt_gaming_vqa_dataset/w2zj8Xc9qAc_TheSims3_7-22,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,17,2,11,15,4,13,16,1
amt_gaming_vqa_dataset/w2zj8Xc9qAc_TheSims3_7-22_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,19,3,8,18,5,8,16,7
amt_gaming_vqa_dataset/w2zj8Xc9qAc_TheSims3_7-22_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,17,6,6,18,7,8,16,7
amt_gaming_vqa_dataset/w2zj8Xc9qAc_TheSims3_7-22_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,19,4,6,21,4,6,22,3
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20,Highly Clear,No visible artifacts,High level of immersion,22,8,0,19,9,2,20,8,2
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,10,2,15,12,3,19,10,1
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,High level of immersion,14,15,2,12,15,4,15,14,2
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_2000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,17,10,3,13,13,4,16,12,2
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_2300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,15,6,6,17,8,8,17,6
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,24,5,1,20,8,2,20,9,1
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_500k_av1,Minimally Clear,Minor Artifacts Present,Moderate level of immersion,4,12,15,0,17,14,4,15,12
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,13,0,17,12,2,18,13,0
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,24,7,0,20,10,1,24,7,0
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_800k_hevc_nvenc,Minimally Clear,Minor Artifacts Present,Moderate level of immersion,7,11,13,2,17,12,6,15,10
amt_gaming_vqa_dataset/y_YnTr0Zxyd4M_TheSims3_16-24_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,16,2,12,16,3,11,17,3
amt_gaming_vqa_dataset/y_YnTr0Zxyd4M_TheSims3_16-24_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,18,3,7,19,5,8,17,6
amt_gaming_vqa_dataset/y_YnTr0Zxyd4M_TheSims3_16-24_480p_800k_hevc_nvenc,Moderately Clear,No visible artifacts,Moderate level of immersion,11,15,5,14,12,5,10,17,4
amt_gaming_vqa_dataset/y_YnTr0Zxyd4M_TheSims3_18-23_480p_1000k_av1,Moderately Clear,No visible artifacts,High level of immersion,12,16,3,14,14,3,15,13,3
amt_gaming_vqa_dataset/y_YnTr0Zxyd4M_TheSims3_18-23_480p_1000k_h264_nvenc,Highly Clear,No visible artifacts,Moderate level of immersion,14,13,4,14,12,5,12,15,4
amt_gaming_vqa_dataset/y_YnTr0Zxyd4M_TheSims3_18-23_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,19,0,12,15,4,13,18,0
amt_gaming_vqa_dataset/y_ZMN7neUo3Fk_EuroTruckSimulator2_13-50_480p_1000k_av1,Highly Clear,No visible artifacts,High level of immersion,19,8,4,16,8,7,17,9,5
amt_gaming_vqa_dataset/y_ZMN7neUo3Fk_EuroTruckSimulator2_13-50_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,17,3,7,15,8,12,15,3
amt_gaming_vqa_dataset/y_upjjObZ950Y_DiabloIII_23-14_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,17,3,12,13,6,10,16,5
amt_gaming_vqa_dataset/y_upjjObZ950Y_DiabloIII_23-14_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,11,8,9,14,7,10,12,8
amt_gaming_vqa_dataset/y_upjjObZ950Y_DiabloIII_23-14_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,11,9,10,12,9,9,13,9
