original_name,original_path,distorted_count,distorted_paths,has_original
Genshinimpact_2,amt_gaming_vqa_dataset/Genshinimpact_2.mp4,30,amt_gaming_vqa_dataset/Genshinimpact_2_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Genshinimpact_2_720p_600k_hevcnvenc.mp4,True
Ghostoftsushima_1,amt_gaming_vqa_dataset/Ghostoftsushima_1.mp4,30,amt_gaming_vqa_dataset/Ghostoftsushima_1_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_1_720p_600k_hevcnvenc.mp4,True
Ghostoftsushima_2,amt_gaming_vqa_dataset/Ghostoftsushima_2.mp4,30,amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_600k_hevcnvenc.mp4,True
Godofwar_1,amt_gaming_vqa_dataset/Godofwar_1.mp4,30,amt_gaming_vqa_dataset/Godofwar_1_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_1_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_1_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_1_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_1_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_1_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_1_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_1_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_1_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_1_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_1_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_1_720p_600k_hevcnvenc.mp4,True
Godofwar_2,amt_gaming_vqa_dataset/Godofwar_2.mp4,30,amt_gaming_vqa_dataset/Godofwar_2_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_2_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_2_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_2_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_2_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_2_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_2_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_2_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_2_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_2_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Godofwar_2_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Godofwar_2_720p_600k_hevcnvenc.mp4,True
GrandtheftautoV_1,amt_gaming_vqa_dataset/GrandtheftautoV_1.mp4,30,amt_gaming_vqa_dataset/GrandtheftautoV_1_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_500k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_600k_hevcnvenc.mp4,True
GrandtheftautoV_2,amt_gaming_vqa_dataset/GrandtheftautoV_2.mp4,30,amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_500k_av1.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_600k_hevcnvenc.mp4,True
HarryPotterQuidditchChampions,amt_gaming_vqa_dataset/HarryPotterQuidditchChampions.mp4,30,amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_500k_av1.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_600k_hevcnvenc.mp4,True
Hogwartslegacy_1,amt_gaming_vqa_dataset/Hogwartslegacy_1.mp4,30,amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_600k_hevcnvenc.mp4,True
Hogwartslegacy_2,amt_gaming_vqa_dataset/Hogwartslegacy_2.mp4,30,amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Hogwartslegacy_2_720p_600k_hevcnvenc.mp4,True
