video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,21,18,2,23,16,2,21,19,1
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,25,5,13,24,5,12,25,5
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,20,11,8,23,11,9,24,9
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,30,7,3,27,9,4,28,8,4
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,27,11,4,26,13,3,27,13,2
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_5000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,13,27,4,11,27,1,17,24
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_6000k_hevcnvenc,Moderately Clear,No visible artifacts,High level of immersion,20,20,2,22,17,3,22,19,1
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,24,7,11,23,7,9,24,8
amt_gaming_vqa_dataset/Amerfightingopenbeta_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,18,13,13,18,11,7,24,11
amt_gaming_vqa_dataset/Amerfightingopenbeta_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,11,27,4,11,27,3,13,26
amt_gaming_vqa_dataset/Amerfightingopenbeta_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,16,22,5,16,21,2,16,24
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,7,33,3,9,30,2,8,32
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_1300k_av1,Highly Clear,Minor Artifacts Present,Moderate level of immersion,19,17,6,17,21,4,16,22,4
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,24,11,7,26,9,3,29,10
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,23,12,7,26,9,5,29,8
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_3000k_av1,Highly Clear,No visible artifacts,High level of immersion,27,12,3,26,13,3,27,12,3
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_3500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,22,1,21,21,0,18,23,1
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_5000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,26,13,3,21,18,3,21,19,2
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Moderate level of immersion,7,16,19,7,15,20,5,19,18
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,10,30,2,11,29,0,12,30
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2,Highly Clear,No visible artifacts,High level of immersion,25,6,5,22,10,4,23,7,6
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,19,15,2,18,16,2,17,15,4
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,21,10,8,18,10,8,20,8
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,17,14,7,17,12,7,17,12
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,8,25,4,7,25,3,7,26
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_5000k_av1,Highly Clear,Minor Artifacts Present,High level of immersion,18,12,6,16,17,3,18,12,6
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,10,25,4,9,23,1,13,22
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_5300k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,18,6,14,18,4,11,21,4
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_6000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,High level of immersion,16,17,3,14,17,5,17,15,4
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,6,29,1,7,28,0,8,28
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_10000k_av1,Highly Clear,Minor Artifacts Present,High level of immersion,21,12,3,17,17,2,23,9,4
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,17,11,6,18,11,5,17,12,5
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,20,9,10,20,6,9,20,7
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,16,10,9,18,7,9,16,9
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,21,10,4,19,14,2,22,10,3
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,21,11,4,19,13,4,19,12,5
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_5000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,11,23,2,7,27,1,12,23
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,18,11,5,16,11,7,18,11,5
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,4,22,9,5,21,9,6,21,8
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,9,24,4,9,23,3,9,24
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,4,31,2,7,27,2,7,27
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,7,28,2,5,29,0,7,29
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,6,29,3,2,31,2,7,27
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_1300k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,12,20,4,13,19,6,11,19
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_1500k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,11,21,6,10,20,4,11,21
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,20,9,8,17,10,4,21,10
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,17,5,11,17,7,12,17,6
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_3500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,16,6,13,17,6,10,18,8
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_5000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,15,13,8,18,10,8,15,14,7
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,3,31,1,6,29,1,8,27
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,3,31,1,3,32,1,4,31
amt_gaming_vqa_dataset/Assettocorsecompetizione_1,Highly Clear,No visible artifacts,High level of immersion,26,5,2,22,9,2,23,8,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,25,9,3,20,13,4,24,10,3
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,21,7,11,16,10,13,16,8
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_2000k_hevcnvenc,Highly Clear,Severe Artifacts Present,Moderate level of immersion,14,10,12,11,11,14,11,15,10
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,16,18,3,16,18,4,14,19
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,23,12,1,21,14,1,21,13,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,11,21,5,13,19,5,12,20
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_5300k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,16,14,6,17,14,5,16,14,6
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_6000k_hevcnvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,18,12,6,15,18,3,15,18,3
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,8,27,0,9,28,4,5,28
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_10000k_av1,Highly Clear,No visible artifacts,High level of immersion,28,8,1,24,9,4,29,6,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,20,8,4,22,6,4,19,9,4
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,7,14,16,6,12,19,6,14,17
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,18,11,4,16,14,6,15,13
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,21,11,2,20,14,0,18,15,1
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_5000k_av1,Highly Clear,Minor Artifacts Present,High level of immersion,20,13,4,16,16,5,20,13,4
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_5000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,7,12,17,6,12,18,6,13,17
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,17,10,6,16,13,4,16,12,5
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,16,7,9,14,10,6,19,8
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Low level of immersion,10,15,12,9,14,14,12,12,13
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,12,23,5,10,22,3,12,22
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,10,24,1,11,25,4,9,24
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,7,29,3,8,26,0,10,27
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,18,10,6,20,11,7,20,10
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_1500k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Moderate level of immersion,10,12,15,7,14,16,9,14,14
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,19,10,8,19,10,6,20,11
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,18,5,11,18,7,13,17,6
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_3500k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,15,10,10,15,11,9,14,11,10
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_5000k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,19,3,14,21,2,16,21,0
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,11,23,6,11,20,4,12,21
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,5,28,2,5,30,1,6,30
amt_gaming_vqa_dataset/Deadspace,Highly Clear,No visible artifacts,High level of immersion,24,8,3,23,8,4,23,7,5
amt_gaming_vqa_dataset/Deadspace_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,20,12,2,18,12,4,18,12,4
amt_gaming_vqa_dataset/Deadspace_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,18,6,11,18,6,10,18,7
amt_gaming_vqa_dataset/Deadspace_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,16,7,12,16,7,12,17,6
amt_gaming_vqa_dataset/Deadspace_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,13,17,5,12,18,5,11,19
amt_gaming_vqa_dataset/Deadspace_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,19,13,2,18,11,5,19,10,5
amt_gaming_vqa_dataset/Deadspace_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,12,21,5,11,19,5,9,21
amt_gaming_vqa_dataset/Deadspace_1080p_5300k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,19,14,2,21,13,1,18,15,2
amt_gaming_vqa_dataset/Deadspace_1080p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,20,9,6,22,6,7,20,5,10
amt_gaming_vqa_dataset/Deadspace_1080p_800k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,2,19,14,2,17,16,3,16,16
amt_gaming_vqa_dataset/Deadspace_2160p_10000k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,13,19,2,18,11,5,12,16,6
amt_gaming_vqa_dataset/Deadspace_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,19,10,4,18,11,4,19,7,7
amt_gaming_vqa_dataset/Deadspace_2160p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,20,8,7,16,12,6,16,13
amt_gaming_vqa_dataset/Deadspace_2160p_1500k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,14,16,4,15,15,4,12,18
amt_gaming_vqa_dataset/Deadspace_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,19,9,4,18,8,6,15,11,6
amt_gaming_vqa_dataset/Deadspace_2160p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,19,13,3,18,9,8,19,13,3
amt_gaming_vqa_dataset/Deadspace_2160p_5000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,14,17,2,12,20,1,10,23
amt_gaming_vqa_dataset/Deadspace_2160p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,17,13,4,15,13,6,17,11,6
amt_gaming_vqa_dataset/Deadspace_2160p_8500k_h264nvenc,Highly Clear,Minor Artifacts Present,High level of immersion,16,12,6,13,15,6,16,14,4
amt_gaming_vqa_dataset/Deadspace_480p_1000k_av1,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,7,15,13,9,13,13,10,14,11
amt_gaming_vqa_dataset/Deadspace_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,16,18,3,12,20,2,10,23
amt_gaming_vqa_dataset/Deadspace_480p_800k_hevcnvenc,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,5,19,11,4,15,16,5,17,13
amt_gaming_vqa_dataset/Deadspace_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,10,22,1,7,27,0,11,24
amt_gaming_vqa_dataset/Deadspace_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,15,6,11,17,7,13,15,7
amt_gaming_vqa_dataset/Deadspace_720p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,17,6,10,19,5,8,19,7
amt_gaming_vqa_dataset/Deadspace_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,23,3,11,19,4,11,16,7
amt_gaming_vqa_dataset/Deadspace_720p_3000k_av1,Highly Clear,No visible artifacts,Moderate level of immersion,18,12,5,16,13,6,15,16,4
amt_gaming_vqa_dataset/Deadspace_720p_3500k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,18,13,4,19,12,4,17,12,6
amt_gaming_vqa_dataset/Deadspace_720p_5000k_h264nvenc,Highly Clear,No visible artifacts,Moderate level of immersion,16,13,5,16,12,6,13,15,6
amt_gaming_vqa_dataset/Deadspace_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,15,16,5,14,16,3,11,21
amt_gaming_vqa_dataset/Deadspace_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,11,22,4,7,24,2,10,23
amt_gaming_vqa_dataset/Deathstrandingdirectorscut,Highly Clear,No visible artifacts,High level of immersion,23,11,2,20,14,2,22,13,1
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,21,16,0,21,15,1,19,17,1
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,23,7,10,20,6,6,23,7
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,19,7,7,25,5,9,20,8
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,11,24,3,12,22,1,13,23
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,23,11,3,19,17,1,21,11,5
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,8,27,3,10,23,0,12,24
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_5300k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,18,4,12,22,3,13,19,5
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_6000k_hevcnvenc,Moderately Clear,No visible artifacts,Moderate level of immersion,14,18,5,16,14,7,15,15,7
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,8,28,2,9,26,1,11,25
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_10000k_av1,Highly Clear,No visible artifacts,High level of immersion,22,13,2,19,12,6,21,12,4
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,18,9,7,15,15,4,17,12,5
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,12,20,4,13,20,5,13,19
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_1500k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,12,20,1,14,18,2,10,21
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,19,14,2,18,17,0,19,14,2
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_5000k_av1,Highly Clear,Minor Artifacts Present,Moderate level of immersion,20,14,3,13,20,4,13,19,5
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_5000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,9,23,3,9,24,2,9,25
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,18,10,5,15,15,3,17,11,5
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,23,2,7,26,2,7,26,2
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,12,23,3,16,18,2,16,19
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,10,25,3,10,24,3,8,26
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,8,27,1,13,23,2,10,25
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,5,30,3,5,28,1,7,28
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,18,14,9,16,12,8,17,12
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_1500k_hevcnvenc,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,7,15,15,10,13,14,7,17,13
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,25,5,7,24,5,5,26,5
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_3000k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,16,17,4,18,17,2,17,17,3
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_3500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,High level of immersion,14,16,6,14,17,5,17,15,4
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_5000k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,17,5,13,20,3,14,18,4
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,7,29,3,9,25,2,7,28
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,7,30,0,10,27,2,6,29
amt_gaming_vqa_dataset/DragonballZkakrot,Highly Clear,No visible artifacts,High level of immersion,28,5,1,29,2,3,28,4,2
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,29,4,2,26,9,0,28,6,1
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_1500k_av1,Highly Clear,No visible artifacts,High level of immersion,19,14,3,18,15,3,19,14,3
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,18,4,13,19,4,11,20,5
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,13,20,2,13,21,3,16,17
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,27,4,4,28,7,0,29,5,1
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,16,13,9,14,13,7,15,14
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_5300k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,23,10,3,24,9,3,21,13,2
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,24,9,3,21,12,3,24,9,3
