video_name,total_ratings_count,valid_ratings_count,unset_count,final_rate1,final_rate2,final_rate3,final_rate4,final_rate5,final_rate6,final_rate7,final_rate8,final_rate9,final_rate10,final_rate11,final_rate12,final_rate13,final_rate14,final_rate15,final_rate16,final_rate17,final_rate18,final_rate19,final_rate20,final_rate21,final_rate22,final_rate23,final_rate24,final_rate25,final_rate26,final_rate27,final_rate28,final_rate29,final_rate30,final_rate31,final_rate32,final_rate33,final_rate34,final_rate35,final_rate36,final_rate37,final_rate38,final_rate39,final_rate40,final_rate41,final_rate42,final_rate43
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_1080p_2300k_h264nvenc,43,43,0,58,50,15,0,13,0,68,81,52,36,12,0,66,70,60,20,11,25,11,30,15,0,0,17,72,12,69,11,11,28,8,44,26,0,45,16,63,8,7,37,26,0,30
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_1080p_5300k_h264nvenc,43,42,1,44,84,33,67,50,48,61,84,72,60,43,49,unset,68,66,69,10,20,78,72,65,46,56,37,66,50,67,34,48,60,40,64,53,60,62,50,74,36,27,51,22,64,29
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_2160p_25000k_h264nvenc,43,39,4,63,86,83,51,55,74,72,89,82,60,89,67,unset,77,56,68,93,unset,82,71,63,73,58,67,70,66,87,55,89,unset,87,78,87,50,60,85,unset,15,66,60,88,44,28
amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_1500k_hevcnvenc,43,40,3,36,55,33,12,52,0,63,84,43,0,30,0,72,56,66,35,unset,unset,29,50,34,3,0,42,59,22,46,35,11,35,22,unset,39,45,45,34,70,41,26,39,33,9,27
amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_800k_hevcnvenc,43,43,0,56,84,9,33,28,18,33,75,52,0,12,0,69,50,53,30,10,32,22,50,35,2,0,24,72,29,74,14,9,29,38,46,33,0,55,28,72,28,18,38,32,18,59
amt_gaming_vqa_dataset/Ghostoftsushima_2,43,42,1,65,82,68,100,71,100,49,85,16,79,88,100,62,36,62,72,86,77,78,71,89,100,100,79,74,91,92,60,83,38,97,75,88,94,61,91,6,50,62,unset,93,99,26
amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_10000k_h264nvenc,43,42,1,63,84,78,100,unset,72,65,84,62,79,78,100,69,75,62,76,89,78,74,72,72,92,69,62,79,55,74,51,72,72,68,90,68,56,55,84,95,82,47,75,80,83,31
amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_5000k_av1,43,43,0,48,70,77,87,70,65,77,68,7,70,87,64,71,71,59,70,66,95,59,60,94,95,89,59,71,66,68,61,66,57,68,74,75,84,73,78,82,88,54,72,82,67,49
amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_500k_av1,43,43,0,39,81,19,11,9,0,34,74,70,55,8,0,59,69,70,22,7,18,27,31,30,0,0,8,70,22,17,0,9,30,31,71,16,0,78,16,27,22,22,31,18,4,63
amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_10000k_av1,43,42,1,59,92,68,82,unset,83,68,72,68,60,88,85,73,69,63,70,74,86,59,71,70,94,49,69,83,42,81,62,73,71,92,92,72,61,42,74,64,62,61,77,91,72,29
amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_1000k_av1,43,43,0,51,84,18,36,27,12,31,70,92,49,30,43,61,70,67,17,7,53,49,47,20,3,0,36,72,27,14,25,10,31,59,75,51,34,62,38,49,15,28,21,51,44,17
amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_5000k_av1,43,42,1,52,87,75,37,69,74,28,86,49,78,87,76,64,70,68,63,62,unset,73,73,68,78,69,65,70,69,11,53,60,56,92,71,67,81,57,70,70,89,61,59,88,74,15
amt_gaming_vqa_dataset/Ghostoftsushima_2_480p_1000k_av1,43,43,0,55,84,28,40,28,29,68,84,64,45,50,42,68,71,69,29,10,8,31,50,29,37,56,13,71,40,53,19,9,66,45,82,29,49,62,25,23,41,26,64,30,35,51
amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_1300k_av1,43,43,0,66,86,28,78,50,15,28,73,15,53,71,52,58,73,55,30,14,31,31,50,45,34,70,61,77,40,59,34,9,50,59,71,45,32,26,42,70,34,25,82,62,65,53
amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_3000k_av1,43,42,1,47,83,68,100,70,54,57,89,39,57,71,49,unset,68,73,71,64,77,67,71,70,84,68,77,73,71,60,42,60,57,82,73,81,92,50,76,51,38,38,79,72,45,69
amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_500k_av1,43,43,0,68,84,0,7,27,0,18,86,49,60,11,0,45,63,55,14,11,14,17,29,10,3,43,32,59,24,67,18,9,35,13,73,13,0,38,9,14,32,10,20,27,19,12
amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_2300k_h264nvenc,43,43,0,60,63,10,39,29,23,46,82,54,60,10,0,60,72,48,30,8,74,32,29,59,3,0,47,71,32,62,16,11,29,37,49,15,0,65,33,39,33,19,52,62,36,28
amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_6000k_hevcnvenc,43,43,0,60,78,73,79,73,55,60,65,48,0,78,80,75,60,64,80,56,87,70,71,80,75,100,64,72,73,82,57,68,76,64,79,73,94,46,83,92,75,38,84,69,55,63
amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_5300k_h264nvenc,43,43,0,64,31,80,72,28,21,41,82,41,75,77,71,69,70,71,78,44,69,59,70,63,60,64,48,73,60,35,55,62,42,50,59,65,28,60,57,72,61,34,74,81,44,50
amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_25000k_h264nvenc,43,39,4,63,81,73,79,71,76,70,78,45,65,90,94,unset,70,64,71,92,unset,80,71,73,65,84,68,71,82,56,56,80,unset,unset,92,64,93,81,92,95,89,53,83,79,78,49
amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_5000k_h264nvenc,43,40,3,57,87,21,16,34,0,37,81,49,40,11,0,unset,48,66,19,29,unset,31,26,8,12,0,34,64,29,0,15,11,18,18,76,20,12,63,50,13,unset,14,59,27,29,29
amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_8500k_h264nvenc,43,40,3,61,85,44,75,50,54,68,79,54,68,51,54,unset,77,68,48,17,unset,59,51,48,40,58,66,78,50,49,49,64,unset,74,86,52,70,60,75,67,56,46,76,83,74,22
amt_gaming_vqa_dataset/Ghostoftsushima_2_480p_1000k_h264nvenc,43,43,0,77,81,28,21,70,0,19,82,97,52,8,0,61,64,60,26,9,18,23,8,21,10,16,29,72,11,71,3,19,29,13,74,34,16,84,25,16,8,16,42,24,23,28
amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_1000k_h264nvenc,43,43,0,57,31,0,27,29,0,66,87,74,33,9,0,58,64,64,11,9,10,17,7,16,4,0,30,60,17,11,0,9,20,8,72,17,0,57,14,13,1,11,22,29,2,62
amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_2500k_h264nvenc,43,43,0,61,82,24,68,59,34,59,83,68,60,49,35,63,83,64,63,9,67,41,50,40,36,64,36,72,40,50,29,11,36,38,77,58,55,63,67,72,57,29,76,87,43,50
amt_gaming_vqa_dataset/Ghostoftsushima_2_720p_5000k_h264nvenc,43,41,2,58,91,75,69,51,58,75,81,50,68,78,72,unset,68,54,69,63,30,70,70,64,89,unset,42,80,50,53,48,62,50,54,78,69,72,44,73,51,57,33,81,79,94,28
amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_2000k_hevcnvenc,43,43,0,47,63,73,65,67,39,39,83,13,0,80,46,68,69,64,77,11,16,51,70,53,30,59,62,62,53,66,33,12,50,64,89,52,49,71,78,71,21,22,49,85,41,80
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_2160p_8500k_h264nvenc,43,42,1,61,83,24,79,61,54,80,77,46,55,29,29,65,77,58,14,62,unset,31,51,33,32,0,34,71,35,12,15,69,33,8,93,23,0,69,59,13,12,29,60,16,16,30
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_480p_1000k_h264nvenc,43,42,1,65,82,0,11,6,6,9,79,60,44,11,unset,64,60,65,18,6,13,20,7,19,0,0,13,70,5,32,9,9,29,13,54,15,0,41,23,31,0,6,27,23,0,11
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_720p_1000k_h264nvenc,43,43,0,46,73,5,11,18,0,7,84,51,47,12,0,29,25,55,0,10,13,13,0,6,3,0,29,71,12,0,0,10,14,4,19,25,0,70,14,16,7,0,11,24,0,8
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_720p_2500k_h264nvenc,43,43,0,59,83,19,57,27,36,46,85,21,58,25,0,64,70,71,43,9,27,32,49,42,9,0,13,71,29,65,28,60,40,32,84,61,14,42,20,82,57,24,40,34,35,56
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_2300k_h264nvenc,43,43,0,72,74,10,63,28,0,47,81,51,43,11,0,68,71,76,56,8,86,28,50,11,0,0,21,67,29,33,27,10,35,17,74,32,0,45,41,30,11,24,60,34,20,54
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_5300k_h264nvenc,43,42,1,62,84,62,83,67,45,70,84,99,75,68,100,unset,71,71,83,97,77,83,71,46,75,74,38,71,64,81,53,88,54,59,87,73,69,61,72,93,98,61,58,48,59,43
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_25000k_h264nvenc,43,43,0,58,91,73,79,71,73,67,74,50,81,85,100,73,79,50,72,92,87,89,72,85,100,100,86,87,87,33,54,84,74,92,84,90,85,60,91,66,72,75,88,84,90,51
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_5000k_h264nvenc,43,43,0,24,74,9,30,7,0,34,86,64,63,10,0,52,66,74,26,9,37,15,29,8,1,0,27,73,22,42,11,9,8,9,17,34,0,43,30,49,25,12,78,34,25,8
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_8500k_h264nvenc,43,42,1,56,83,55,80,72,24,81,80,6,70,87,50,70,86,63,73,28,unset,85,59,39,78,29,57,71,50,50,28,71,39,31,86,68,50,51,70,81,4,60,77,47,74,71
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_480p_1000k_h264nvenc,43,43,0,53,92,7,39,30,0,56,85,68,54,8,0,51,72,80,11,8,44,22,28,6,9,49,19,70,26,35,17,10,38,18,75,23,8,27,20,23,12,17,35,26,21,17
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_1000k_h264nvenc,43,42,1,24,83,15,2,0,0,9,83,49,30,9,0,47,67,62,20,6,16,22,30,19,0,0,7,58,9,38,13,10,29,13,25,11,unset,45,12,31,8,4,44,27,34,8
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_2500k_h264nvenc,43,43,0,53,82,29,78,72,69,70,82,26,85,10,82,60,86,55,64,7,60,87,72,34,40,86,53,77,45,53,37,47,49,68,88,35,72,68,61,91,4,34,69,52,77,70
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_5000k_h264nvenc,43,42,1,55,50,71,72,50,48,70,77,52,71,72,unset,62,81,62,71,85,44,84,71,62,95,100,77,73,53,87,54,65,58,87,82,78,73,73,86,94,78,46,77,74,79,30
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_2000k_hevcnvenc,43,43,0,42,50,71,51,51,84,59,79,96,10,50,50,50,70,64,73,90,77,87,71,63,74,65,44,69,50,60,54,82,42,64,85,68,86,41,70,90,48,56,51,63,64,59
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_6000k_hevcnvenc,43,42,1,57,84,75,79,72,72,63,85,51,0,91,unset,72,59,66,80,93,93,82,72,71,71,100,91,63,66,79,60,94,92,82,85,85,89,61,78,99,77,61,36,80,59,51
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_800k_hevcnvenc,43,43,0,55,70,14,27,51,0,40,81,54,3,11,0,68,64,68,27,11,17,31,41,15,0,0,21,74,29,33,25,9,38,22,69,26,17,72,19,23,21,24,38,16,58,29
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_10000k_hevcnvenc,43,40,3,70,72,70,83,54,100,53,87,51,5,90,100,73,69,62,70,unset,unset,80,72,82,82,100,60,60,82,87,60,94,59,83,78,77,100,59,91,91,81,73,unset,89,59,70
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_1500k_hevcnvenc,43,41,2,70,22,20,61,27,88,77,87,53,0,28,68,64,62,63,58,unset,unset,41,50,27,4,49,12,78,48,39,47,32,40,26,67,21,51,46,43,74,10,53,45,34,45,85
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_6000k_hevcnvenc,43,41,2,51,21,74,82,69,83,60,76,57,0,92,100,69,42,63,63,unset,unset,88,71,67,92,69,76,59,67,88,70,91,71,78,90,75,92,43,81,98,77,69,48,79,40,28
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_480p_800k_hevcnvenc,43,43,0,43,29,20,57,50,7,80,76,20,0,27,100,63,47,68,23,8,17,31,51,20,16,56,29,68,30,38,13,9,35,34,73,27,54,74,28,23,37,15,32,33,36,18
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_1500k_hevcnvenc,43,43,0,79,56,43,75,52,74,56,91,52,46,72,100,67,54,64,66,44,86,59,58,53,61,90,19,60,41,46,37,61,76,41,88,62,51,54,29,73,37,52,66,82,51,71
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_3500k_hevcnvenc,43,43,0,62,31,72,78,69,91,40,88,86,6,87,76,65,59,59,75,93,92,82,70,83,92,100,72,62,32,32,55,60,61,78,87,73,100,73,71,100,79,61,59,85,59,89
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_600k_hevcnvenc,43,43,0,42,25,7,0,59,0,14,80,64,21,9,40,47,49,60,16,8,18,30,30,19,0,0,21,66,22,31,15,18,21,7,67,21,65,64,35,24,18,13,29,17,3,29
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_10000k_h264nvenc,43,42,1,74,80,71,75,73,95,71,83,46,82,87,100,67,70,69,76,87,69,89,71,81,92,100,65,72,71,98,60,88,56,unset,98,74,71,80,94,79,92,61,78,72,50,71
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_500k_av1,43,43,0,63,83,17,19,55,29,17,85,29,52,9,53,53,71,69,22,7,23,30,50,0,0,26,35,76,8,36,12,9,36,8,92,34,0,59,32,27,18,54,30,30,40,36
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_3000k_av1,43,43,0,19,81,88,79,59,47,64,76,80,65,86,100,70,70,67,64,94,54,70,70,70,91,100,61,71,43,97,53,62,77,74,88,60,89,77,74,92,84,46,87,66,79,73
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_1300k_av1,43,43,0,59,81,56,69,42,32,42,81,97,62,86,84,69,67,66,58,9,35,88,53,47,55,68,56,78,34,51,42,42,80,69,81,28,81,65,46,70,47,54,44,48,72,89
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_720p_5000k_h264nvenc,43,43,0,53,75,69,79,51,13,42,82,48,71,50,71,68,81,62,61,78,55,58,49,28,83,84,67,71,50,69,30,60,83,64,83,65,71,42,50,68,29,37,54,39,65,21
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_1080p_2000k_hevcnvenc,43,43,0,68,73,26,36,38,18,57,62,50,11,35,51,65,51,72,64,47,71,70,49,28,38,52,42,64,27,56,44,10,38,71,68,46,52,75,59,89,17,26,68,67,36,19
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_1080p_6000k_hevcnvenc,43,41,2,56,65,80,76,72,71,60,73,46,24,86,70,unset,56,53,73,84,91,42,50,76,50,65,33,68,59,70,52,71,78,72,84,62,unset,43,71,92,89,62,93,82,77,69
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_1080p_800k_hevcnvenc,43,42,1,61,26,0,0,26,0,69,78,52,0,10,28,52,41,61,14,7,23,31,7,0,0,0,2,unset,17,36,22,9,29,32,21,20,0,63,20,16,8,3,13,8,0,28
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_2160p_10000k_hevcnvenc,43,40,3,60,80,45,100,51,87,74,81,57,4,88,67,59,unset,66,68,unset,unset,70,72,67,96,81,85,66,71,41,52,69,50,67,87,72,70,60,83,95,71,55,84,91,59,58
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_2160p_1500k_hevcnvenc,43,41,2,38,40,16,31,29,9,34,78,49,0,18,0,57,49,66,19,unset,unset,31,9,28,1,22,33,54,22,22,12,21,29,37,62,11,24,58,48,52,0,18,61,24,0,28
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_2160p_6000k_hevcnvenc,43,41,2,69,81,74,69,51,73,53,80,56,0,82,58,66,47,64,69,unset,unset,60,72,66,83,67,59,60,67,67,41,69,57,87,90,50,66,37,71,74,30,54,72,68,73,56
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_480p_800k_hevcnvenc,43,43,0,53,84,0,0,24,0,15,72,43,1,8,27,60,59,66,17,10,24,19,30,19,0,49,6,71,13,20,21,10,31,22,60,16,12,74,11,61,3,23,64,17,37,10
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_720p_1500k_hevcnvenc,43,42,1,18,34,20,58,30,33,26,79,47,10,29,51,50,59,74,37,9,36,31,41,31,0,48,6,unset,25,59,39,22,30,13,91,22,53,59,27,75,13,26,61,53,31,28
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_720p_3500k_hevcnvenc,43,43,0,47,67,57,75,51,45,57,87,52,3,50,90,69,68,67,69,81,59,34,70,56,63,82,55,67,29,80,37,61,71,78,88,63,71,85,50,64,45,46,59,75,76,15
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_720p_600k_hevcnvenc,43,42,1,64,59,8,0,29,0,24,90,93,0,9,2,47,56,63,5,8,20,13,8,13,0,0,0,59,3,48,3,10,17,3,unset,0,15,74,8,23,24,9,55,21,0,44
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1,43,41,2,69,83,68,85,unset,100,79,70,46,82,87,100,unset,45,68,76,93,92,81,71,82,100,100,87,80,98,78,63,92,47,92,49,83,97,85,91,19,98,74,62,82,96,26
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_1500k_av1,43,43,0,73,90,57,79,28,72,47,73,69,63,80,100,63,76,64,77,91,64,51,71,65,81,100,57,71,47,44,53,60,60,50,88,74,71,59,77,71,57,42,79,58,48,56
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_5000k_av1,43,42,1,54,69,71,75,74,71,84,83,58,78,87,100,70,64,62,72,92,39,82,71,72,98,85,49,81,71,72,56,83,38,78,93,76,94,59,89,92,79,62,unset,88,82,51
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_500k_av1,43,43,0,58,71,12,41,27,15,26,79,69,49,19,0,59,78,53,29,8,64,30,50,1,13,28,34,60,29,36,13,10,30,31,28,35,56,62,20,12,37,29,19,37,14,20
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_10000k_av1,43,41,2,60,92,81,79,50,100,44,80,62,90,87,100,unset,66,59,76,94,88,78,71,78,87,100,77,78,80,92,66,88,85,97,85,86,unset,61,96,87,56,75,87,93,84,8
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_1000k_av1,43,43,0,67,72,26,59,49,28,75,89,59,71,71,61,63,68,57,41,29,34,71,71,16,32,67,54,72,45,38,47,51,37,50,90,37,49,61,65,59,66,54,45,68,50,9
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_5000k_av1,43,43,0,67,74,55,58,73,84,77,78,60,67,90,100,69,79,57,74,91,49,87,71,77,93,100,79,69,71,86,67,88,84,87,82,86,100,59,91,71,88,77,82,78,72,14
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_480p_1000k_av1,43,43,0,49,74,56,72,61,46,32,81,40,59,49,80,53,67,65,35,7,45,51,50,61,50,72,35,73,27,37,24,24,37,50,71,53,50,35,28,96,70,12,30,46,65,30
amt_gaming_vqa_dataset/Ghostoftsushima_2_1080p_1500k_av1,43,43,0,67,71,56,65,60,37,54,80,53,63,49,52,72,82,64,58,25,75,21,50,41,45,43,45,76,33,67,38,10,50,64,82,49,55,70,77,100,37,22,72,67,39,29
amt_gaming_vqa_dataset/CatQuestII_1080p_1500k_av1,37,36,1,89,46,79,50,70,78,59,70,59,67,69,52,94,29,59,79,unset,73,67,82,74,87,66,100,82,73,37,88,89,35,78,95,69,53,82,74,92,,,,,,
amt_gaming_vqa_dataset/CatQuestII,37,35,2,96,77,82,100,29,88,72,50,82,78,31,58,97,44,unset,83,72,27,77,73,83,89,60,100,80,unset,87,96,89,63,100,100,69,54,82,72,89,,,,,,
amt_gaming_vqa_dataset/CatQuestII_1080p_500k_av1,37,37,0,71,48,67,40,59,78,53,51,70,63,72,43,91,17,70,76,71,60,86,78,72,88,30,83,44,73,31,92,56,62,80,81,69,54,59,67,59,,,,,,
amt_gaming_vqa_dataset/Fallout4_1_720p_1300k_av1,37,37,0,100,48,70,74,68,50,56,50,70,56,45,50,71,6,29,67,29,49,76,79,56,54,30,60,25,38,37,52,40,79,77,67,70,56,82,49,47,,,,,,
amt_gaming_vqa_dataset/Fallout4_1_2160p_5000k_av1,37,36,1,97,67,77,100,29,100,72,29,81,78,72,50,90,72,50,91,50,48,80,78,65,86,66,100,87,69,92,71,unset,86,73,92,69,53,97,84,91,,,,,,
amt_gaming_vqa_dataset/Fallout4_1_2160p_1000k_av1,37,37,0,42,57,40,29,61,100,51,31,56,56,33,45,57,15,9,38,47,48,79,74,55,64,25,36,27,46,39,25,32,35,43,76,69,61,37,64,37,,,,,,
amt_gaming_vqa_dataset/Fallout4_1_2160p_10000k_av1,37,36,1,91,74,100,100,56,100,66,50,77,73,75,59,96,85,50,86,50,72,82,80,52,81,52,97,85,33,96,67,36,83,unset,96,69,63,94,100,71,,,,,,
