video_name,batch,video_index,mos,sos
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_2000k_hevc_nvenc,F,84.0,72.04001120523742,3.0866978928093465
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_2300k_h264_nvenc,F,85.0,69.26143287346098,2.826962719920307
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_5000k_av1,F,86.0,74.37202392622088,2.634526200867468
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_500k_av1,F,87.0,59.72105245847082,2.926274022343069
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_5300k_h264_nvenc,F,88.0,75.92811788298533,2.555764673042744
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_6000k_hevc_nvenc,F,89.0,76.61417705877297,2.4023143335781816
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_800k_hevc_nvenc,F,90.0,60.25180641503472,3.2213333734113427
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53,D,91.0,50.15011116769616,2.5785404883538865
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_1000k_h264_nvenc,D,92.0,35.85867079829417,3.236933065069699
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_1300k_av1,D,93.0,48.08158210209572,3.0931691074843752
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_1500k_hevc_nvenc,D,94.0,48.21409835815439,2.918150695000428
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_2500k_h264_nvenc,D,95.0,43.84775511702686,3.2698589196124987
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_3000k_av1,D,96.0,51.86051796654428,3.225642462906709
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_3500k_hevc_nvenc,D,97.0,53.33084045815522,2.8482497723663167
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_5000k_h264_nvenc,D,98.0,51.352336940403625,2.9994979258406755
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_500k_av1,D,99.0,32.83169354061279,3.5825485463981317
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_600k_hevc_nvenc,D,100.0,30.075372933068483,3.3934124081902386
amt_gaming_vqa_dataset/0ucrLD3HRD4_StarCraft_15-15,F,101.0,16.460420628671287,2.314305166266449
amt_gaming_vqa_dataset/0ucrLD3HRD4_StarCraft_15-15_480p_1000k_av1,F,102.0,17.70017531339876,2.261725992255489
amt_gaming_vqa_dataset/0ucrLD3HRD4_StarCraft_15-15_480p_1000k_h264_nvenc,F,103.0,19.537447302483304,3.379056067030129
amt_gaming_vqa_dataset/0ucrLD3HRD4_StarCraft_15-15_480p_800k_hevc_nvenc,F,104.0,14.68411906828467,1.9072276385311224
amt_gaming_vqa_dataset/0ucrLD3HRD4_StarCraft_18-18,H,105.0,22.86549284335788,3.857995097306931
amt_gaming_vqa_dataset/0ucrLD3HRD4_StarCraft_18-18_480p_1000k_av1,H,106.0,21.47171240407916,3.126159062846407
amt_gaming_vqa_dataset/0ucrLD3HRD4_StarCraft_18-18_480p_1000k_h264_nvenc,H,107.0,17.274955502448236,3.244288154094464
amt_gaming_vqa_dataset/0ucrLD3HRD4_StarCraft_18-18_480p_800k_hevc_nvenc,H,108.0,19.79779230947743,3.199290236882677
amt_gaming_vqa_dataset/0zLzWFrh3SI_WarRobots_2-22,G,109.0,42.58164099256,3.0638796274553224
amt_gaming_vqa_dataset/0zLzWFrh3SI_WarRobots_2-22_720p_1000k_h264_nvenc,G,110.0,30.45944223926737,2.8905768060037524
amt_gaming_vqa_dataset/0zLzWFrh3SI_WarRobots_2-22_720p_1300k_av1,G,111.0,45.99489995059031,3.2369474777080467
amt_gaming_vqa_dataset/0zLzWFrh3SI_WarRobots_2-22_720p_1500k_hevc_nvenc,G,112.0,42.05502109074892,3.3420606935999757
amt_gaming_vqa_dataset/0zLzWFrh3SI_WarRobots_2-22_720p_2500k_h264_nvenc,G,113.0,43.721884712391045,3.2156981569930045
amt_gaming_vqa_dataset/0zLzWFrh3SI_WarRobots_2-22_720p_3000k_av1,G,114.0,44.84657957040382,3.084663212811327
amt_gaming_vqa_dataset/0zLzWFrh3SI_WarRobots_2-22_720p_3500k_hevc_nvenc,G,115.0,45.45493362688753,2.959351280587788
amt_gaming_vqa_dataset/0zLzWFrh3SI_WarRobots_2-22_720p_5000k_h264_nvenc,G,116.0,46.50420006360949,3.325146583104177
amt_gaming_vqa_dataset/0zLzWFrh3SI_WarRobots_2-22_720p_500k_av1,G,117.0,38.59222765222325,3.7213755454818935
amt_gaming_vqa_dataset/0zLzWFrh3SI_WarRobots_2-22_720p_600k_hevc_nvenc,G,118.0,28.843023958582847,3.133788064233348
amt_gaming_vqa_dataset/1D9805Q-9dw_SonicDash_0-00_480p_1000k_av1,E,119.0,59.89156179678761,2.8618056138262404
amt_gaming_vqa_dataset/1D9805Q-9dw_SonicDash_0-00_480p_1000k_h264_nvenc,E,120.0,23.76954622272262,3.043219401449359
amt_gaming_vqa_dataset/1D9805Q-9dw_SonicDash_0-00_480p_800k_hevc_nvenc,E,121.0,49.36913251633352,3.1371344909909973
amt_gaming_vqa_dataset/1D9805Q-9dw_SonicDash_0-10_480p_1000k_av1,H,122.0,58.07667343097465,3.8589270456117872
amt_gaming_vqa_dataset/1D9805Q-9dw_SonicDash_0-10_480p_1000k_h264_nvenc,H,123.0,33.44548119651766,3.8627404019265854
amt_gaming_vqa_dataset/1D9805Q-9dw_SonicDash_0-10_480p_800k_hevc_nvenc,H,124.0,51.51833208711874,3.177130629090989
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05,J,125.0,72.64422757822668,3.402269432423245
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_1000k_h264_nvenc,J,126.0,28.907703839879478,2.556172191341178
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_1300k_av1,J,127.0,65.63617977033385,2.7372033696487588
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_1500k_hevc_nvenc,J,128.0,64.32352966519885,2.2842589327991645
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_2500k_h264_nvenc,J,129.0,66.98869092219438,2.6691768057479988
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_3000k_av1,J,130.0,66.32822554097629,3.221095429471513
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_3500k_hevc_nvenc,J,131.0,68.44322774691496,2.8375900972862844
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_5000k_h264_nvenc,J,132.0,63.27156743253532,3.0155327864136283
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_500k_av1,J,133.0,57.58937833275968,2.821518898672883
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_600k_hevc_nvenc,J,134.0,40.9464587939863,2.701276798287276
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-13,G,135.0,39.52833722862962,2.892471198091473
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-13_480p_1000k_av1,G,136.0,43.867950401660856,3.2318353968177043
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-13_480p_1000k_h264_nvenc,G,137.0,40.7892000019448,3.2020245727782104
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-13_480p_800k_hevc_nvenc,G,138.0,39.90463993072731,3.1742001762345136
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-28,D,139.0,34.713922075301824,3.5344477984167173
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-28_480p_1000k_av1,D,140.0,37.03967070309267,2.7692586909353
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-28_480p_1000k_h264_nvenc,D,141.0,32.33434419752975,3.180178654462525
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-28_480p_800k_hevc_nvenc,D,142.0,37.39013660150077,2.98680746944043
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48,D,143.0,69.72243495913663,2.6108073160273797
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_10000k_h264_nvenc,D,144.0,71.58765225379136,2.3500480501744603
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_1500k_av1,D,145.0,70.06194745616648,2.5714777029845948
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_2000k_hevc_nvenc,D,146.0,70.24985182792877,2.527443211921549
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_2300k_h264_nvenc,D,147.0,66.928998521037,2.8624889311021464
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_5000k_av1,D,148.0,70.19607925713399,3.0039766725855936
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_500k_av1,D,149.0,55.169634564151735,3.0652760401570864
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_5300k_h264_nvenc,D,150.0,70.36586347525007,2.513924361868332
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_6000k_hevc_nvenc,D,151.0,72.9953594372182,2.395351437827957
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_800k_hevc_nvenc,D,152.0,58.64031035356502,3.13964047765853
amt_gaming_vqa_dataset/1mKdKffD3Ic_DiabloIII_7-20,D,153.0,48.922567879191234,3.4207715048727807
amt_gaming_vqa_dataset/1mKdKffD3Ic_DiabloIII_7-20_720p_1000k_h264_nvenc,D,154.0,42.3003530342821,3.767985827374477
amt_gaming_vqa_dataset/1mKdKffD3Ic_DiabloIII_7-20_720p_1300k_av1,D,155.0,46.13982203599208,3.843516642098851
amt_gaming_vqa_dataset/1mKdKffD3Ic_DiabloIII_7-20_720p_1500k_hevc_nvenc,D,156.0,45.16918180785454,3.1829906383187554
amt_gaming_vqa_dataset/1mKdKffD3Ic_DiabloIII_7-20_720p_2500k_h264_nvenc,D,157.0,46.823482514156375,2.8873605724945555
amt_gaming_vqa_dataset/1mKdKffD3Ic_DiabloIII_7-20_720p_3000k_av1,D,158.0,42.72668937688189,3.1780373932018176
amt_gaming_vqa_dataset/1mKdKffD3Ic_DiabloIII_7-20_720p_3500k_hevc_nvenc,D,159.0,49.01015663184949,3.243545185290523
amt_gaming_vqa_dataset/1mKdKffD3Ic_DiabloIII_7-20_720p_5000k_h264_nvenc,D,160.0,46.31337565551719,3.167797487260627
amt_gaming_vqa_dataset/1mKdKffD3Ic_DiabloIII_7-20_720p_500k_av1,D,161.0,41.013551596049226,3.564027916866271
amt_gaming_vqa_dataset/1mKdKffD3Ic_DiabloIII_7-20_720p_600k_hevc_nvenc,D,162.0,41.55965767707987,3.5345527441464624
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04,D,163.0,61.19217816956727,3.2093145424144307
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_10000k_h264_nvenc,D,164.0,64.25997365462187,2.8693286514949867
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_1500k_av1,D,165.0,59.09759076566738,3.300759161645804
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_2000k_hevc_nvenc,D,166.0,49.59047890473791,3.204944222329213
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_2300k_h264_nvenc,D,167.0,34.191034638822345,2.8018093853026897
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_5000k_av1,D,168.0,64.5579174454057,3.1734640241717287
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_500k_av1,D,169.0,25.413313882573323,3.089095042500939
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_5300k_h264_nvenc,D,170.0,62.80269194751418,3.405192013550743
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_6000k_hevc_nvenc,D,171.0,65.53883500277928,2.698574857004046
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_800k_hevc_nvenc,D,172.0,28.012691299257718,3.558112788824725
amt_gaming_vqa_dataset/2DZwUV7iySI_HalfLife2_7-35,G,173.0,54.438924285656384,3.408512367221422
amt_gaming_vqa_dataset/2DZwUV7iySI_HalfLife2_7-35_720p_1000k_h264_nvenc,G,174.0,48.49970286974503,3.389660418969823
amt_gaming_vqa_dataset/2DZwUV7iySI_HalfLife2_7-35_720p_1300k_av1,G,175.0,59.66218526216848,3.0622794072536474
amt_gaming_vqa_dataset/2DZwUV7iySI_HalfLife2_7-35_720p_1500k_hevc_nvenc,G,176.0,60.47485608321612,3.4541786843354747
amt_gaming_vqa_dataset/2DZwUV7iySI_HalfLife2_7-35_720p_2500k_h264_nvenc,G,177.0,58.71107930877636,3.277334053854563
amt_gaming_vqa_dataset/2DZwUV7iySI_HalfLife2_7-35_720p_3000k_av1,G,178.0,60.30391850004635,2.8509682116868214
amt_gaming_vqa_dataset/2DZwUV7iySI_HalfLife2_7-35_720p_3500k_hevc_nvenc,G,179.0,59.98133132688229,3.2144299890519226
amt_gaming_vqa_dataset/2DZwUV7iySI_HalfLife2_7-35_720p_5000k_h264_nvenc,G,180.0,61.76283986369619,3.4642208146577604
amt_gaming_vqa_dataset/2DZwUV7iySI_HalfLife2_7-35_720p_500k_av1,G,181.0,50.75502241176663,2.8962657604738515
amt_gaming_vqa_dataset/2DZwUV7iySI_HalfLife2_7-35_720p_600k_hevc_nvenc,G,182.0,47.64267858497271,3.015415193598632
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14,E,183.0,76.91637256719999,2.730912881568612
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_10000k_h264_nvenc,E,184.0,77.32922612229902,2.0887216916958
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_1500k_av1,E,185.0,63.39395149400822,2.8297642497163182
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_2000k_hevc_nvenc,E,186.0,59.74802907726309,2.877651717934191
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_2300k_h264_nvenc,E,187.0,36.7999518849886,2.7875163702058234
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_5000k_av1,E,188.0,75.01491014090733,2.3359156418903098
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_500k_av1,E,189.0,30.913071006970185,2.987187116843649
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_5300k_h264_nvenc,E,190.0,72.5870969584057,2.3108136886485475
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_6000k_hevc_nvenc,E,191.0,75.38895721429823,2.202442728750883
