video_name,average_rating,num_ratings,std_rating
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_10000k_av1,65.2159090909091,44,14.6595445666237
amt_gaming_vqa_dataset/WWE2K24_1080p_5000k_av1,65.19318181818181,44,19.079741728374824
amt_gaming_vqa_dataset/Faastpenguin_2,65.19047619047619,42,16.118590413435655
amt_gaming_vqa_dataset/DemonsSouls_2160p_25000k_h264nvenc,65.15555555555555,45,15.570564188101935
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14,65.14772727272727,44,17.639888793665694
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_2160p_25000k_h264nvenc,65.11904761904762,42,17.713933688258464
amt_gaming_vqa_dataset/lxGvk91jPbc_IceAgeVillage_1-37_1080p_6000k_hevc_nvenc,65.1,20,12.232742946698423
amt_gaming_vqa_dataset/Fallout4_1_2160p_10000k_av1,65.1,45,18.644510660722037
amt_gaming_vqa_dataset/4WeyBONy1mU_AngryBirds2_1-02_1080p_10000k_h264_nvenc,65.04651162790698,43,16.632768845239422
amt_gaming_vqa_dataset/Faastpenguin_1_1080p_5000k_av1,65.03333333333333,45,16.975603409337502
amt_gaming_vqa_dataset/Worldofwarships_2_2160p_5000k_av1,65.02222222222223,45,14.311206003826184
amt_gaming_vqa_dataset/Faastpenguin_1_2160p_10000k_av1,64.97777777777777,45,15.571325339851652
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_1-53_360p_800k_av1,64.95555555555555,45,15.241326211696869
amt_gaming_vqa_dataset/Faastpenguin_2_1080p_5000k_av1,64.95454545454545,44,17.76322112662533
amt_gaming_vqa_dataset/skyrim_2,64.9090909090909,44,16.65876534470419
amt_gaming_vqa_dataset/DeceiveInc_2160p_5000k_av1,64.87777777777778,45,18.157690612934832
amt_gaming_vqa_dataset/9S7bbE2UWQA_EuroTruckSimulator2_5-20_1080p_6000k_hevc_nvenc,64.85483870967742,31,15.688085446413956
amt_gaming_vqa_dataset/Genshinimpact_1,64.81818181818181,44,15.56478065037265
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_10000k_av1,64.81818181818181,44,17.495483478565557
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_2000k_hevc_nvenc,64.81666666666666,30,15.962186218964147
amt_gaming_vqa_dataset/Genshinimpact_2,64.79761904761905,42,14.93440400225246
amt_gaming_vqa_dataset/Farcry6_1_2160p_25000k_h264nvenc,64.77906976744185,43,16.57726880385103
amt_gaming_vqa_dataset/Sessionskatesim_2_1080p_10000k_h264nvenc,64.76744186046511,43,17.35516438024211
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_5000k_av1,64.73863636363636,44,16.94794457783076
amt_gaming_vqa_dataset/CRVZs3A8U3s_FIFA_2-00,64.66666666666667,42,17.40028279281234
amt_gaming_vqa_dataset/Doom_1080p_5000k_av1,64.63333333333334,45,15.590381650235507
amt_gaming_vqa_dataset/3HD4w_NvDJo_WorldofTanks_0-43_1080p_6000k_hevc_nvenc,64.61363636363636,22,20.14940322722296
amt_gaming_vqa_dataset/Hogwartslegacy_2,64.56818181818181,44,15.545969555530707
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_5000k_av1,64.5111111111111,45,15.434625175914952
amt_gaming_vqa_dataset/auvhCmhrkho_WarRobots_7-33,64.48780487804878,41,20.041568936222085
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_10000k_h264_nvenc,64.47674418604652,43,13.609142570077616
amt_gaming_vqa_dataset/Chl0eDpDdFk_Gardenscapes_2-18_1080p_2000k_hevc_nvenc,64.43181818181819,22,15.180202009784034
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_10000k_h264nvenc,64.43181818181819,44,15.493617054177106
amt_gaming_vqa_dataset/Genshinimpact_2_1080p_10000k_h264nvenc,64.43023255813954,43,16.176562645249582
amt_gaming_vqa_dataset/thelogomovie2_2160p_10000k_av1,64.42222222222222,45,17.63990285799517
amt_gaming_vqa_dataset/DragonballZkakrot_2160p_25000k_h264nvenc,64.42045454545455,44,15.7396947461658
amt_gaming_vqa_dataset/MDkWLlirCMI_SuperMarioRun_0-38_480p_1000k_av1,64.38888888888889,45,18.11441687621857
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_3000k_av1,64.38888888888889,45,17.465168157376326
amt_gaming_vqa_dataset/Ghostoftsushima_2_2160p_25000k_h264nvenc,64.35365853658537,41,16.317073170731707
amt_gaming_vqa_dataset/Doom_1080p_10000k_h264nvenc,64.34444444444445,45,13.886773172188075
amt_gaming_vqa_dataset/DragonballZkakrot,64.31818181818181,44,13.85972373998704
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_6000k_hevc_nvenc,64.3076923076923,26,16.254039097475083
amt_gaming_vqa_dataset/ZenlessZoneZero_2160p_5000k_av1,64.25555555555556,45,15.98944868142121
amt_gaming_vqa_dataset/GrandtheftautoV_1,64.23333333333333,45,14.859190945524443
amt_gaming_vqa_dataset/Godofwar_2,64.22727272727273,44,20.105249920858114
amt_gaming_vqa_dataset/Afterus,64.22727272727273,44,18.24593807394805
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_3000k_av1,64.22222222222223,45,15.955687093236818
amt_gaming_vqa_dataset/Destiny2_1_1080p_5000k_av1,64.22222222222223,45,14.617172380288252
amt_gaming_vqa_dataset/MLBtheshow_2160p_25000k_h264nvenc,64.21794871794872,39,15.739381797960984
amt_gaming_vqa_dataset/Assettocorsecompetizione_1,64.2051282051282,39,15.27555360057619
amt_gaming_vqa_dataset/y_6Cpi_nAfJV4_TheSims3_13-10_480p_1000k_av1,64.18181818181819,44,15.983688741499064
amt_gaming_vqa_dataset/thelogomovie2_2160p_10000k_hevcnvenc,64.1,40,18.652479727907494
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_1500k_av1,64.0909090909091,44,17.239711268698766
amt_gaming_vqa_dataset/-gaIr67PWrA_StarCraft_2-30_1080p_10000k_h264_nvenc,64.08333333333333,42,15.754030726356483
amt_gaming_vqa_dataset/lxGvk91jPbc_IceAgeVillage_9-43_1080p_6000k_hevc_nvenc,64.07352941176471,34,18.02209932315991
amt_gaming_vqa_dataset/terraria_1080p_10000k_h264nvenc,64.0,44,14.9248115565993
amt_gaming_vqa_dataset/callofdutyps5,63.98863636363637,44,15.82593119347155
amt_gaming_vqa_dataset/Faastpenguin_1_2160p_25000k_h264nvenc,63.98863636363637,44,14.896418360085006
amt_gaming_vqa_dataset/MDkWLlirCMI_SuperMarioRun_0-38_480p_1000k_h264_nvenc,63.94444444444444,45,17.18792283430504
amt_gaming_vqa_dataset/Worldofwarships_2_2160p_10000k_av1,63.93181818181818,44,15.166346907294342
amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_25000k_h264nvenc,63.895348837209305,43,18.216577595611017
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_10000k_h264_nvenc,63.892857142857146,42,18.085950780820415
amt_gaming_vqa_dataset/Genshinimpact_2_2160p_10000k_av1,63.888888888888886,45,18.707066071077378
amt_gaming_vqa_dataset/tlbm95TGEYw_CitiesSkylines_9-49_1080p_6000k_hevc_nvenc,63.88,25,16.97720825106413
amt_gaming_vqa_dataset/lxGvk91jPbc_IceAgeVillage_8-00_1080p_5000k_av1,63.87777777777778,45,15.923133260746962
amt_gaming_vqa_dataset/Fallout4_2_720p_3000k_av1,63.86666666666667,45,16.79761887887685
amt_gaming_vqa_dataset/DemonsSouls_720p_5000k_h264nvenc,63.86363636363637,44,15.88107923555419
amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_5000k_av1,63.86363636363637,44,16.180222086759485
amt_gaming_vqa_dataset/Farcry6_1_2160p_5000k_av1,63.82222222222222,45,15.580670202228701
amt_gaming_vqa_dataset/Genshinimpact_2_2160p_5000k_av1,63.82222222222222,45,16.174793680825854
amt_gaming_vqa_dataset/MLBtheshow_1080p_5000k_av1,63.81707317073171,41,17.289767204050374
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_2000k_hevc_nvenc,63.81666666666667,30,17.60704562257835
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_5300k_h264_nvenc,63.80681818181818,44,15.25883347333413
amt_gaming_vqa_dataset/CRVZs3A8U3s_FIFA_2-00_1080p_5300k_h264_nvenc,63.80232558139535,43,16.46142055488209
amt_gaming_vqa_dataset/Destiny2_2,63.77906976744186,43,16.365129663467666
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_5300k_h264_nvenc,63.76744186046512,43,18.073605590399428
amt_gaming_vqa_dataset/Genshinimpact_1_2160p_25000k_h264nvenc,63.75581395348837,43,14.553578674829652
amt_gaming_vqa_dataset/M7Pz595vcs8_MarioKartTour_0-02_720p_3500k_hevc_nvenc,63.72727272727273,22,16.16163194443674
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_2160p_25000k_h264nvenc,63.726190476190474,42,14.916514649778351
amt_gaming_vqa_dataset/auvhCmhrkho_WarRobots_7-33_1080p_1500k_av1,63.71590909090909,44,17.51311123366276
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_10000k_h264nvenc,63.7093023255814,43,17.325620415126966
amt_gaming_vqa_dataset/Sessionskatesim_2_1080p_5000k_av1,63.67777777777778,45,16.210817909160248
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_10000k_h264nvenc,63.67045454545455,44,18.03782111848544
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_1,63.66279069767442,43,17.38407481945144
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_2000k_hevc_nvenc,63.640625,32,18.61418913381335
amt_gaming_vqa_dataset/lxGvk91jPbc_IceAgeVillage_8-00_1080p_6000k_hevc_nvenc,63.62068965517241,29,17.40127580162948
amt_gaming_vqa_dataset/M7Pz595vcs8_MarioKartTour_0-02_720p_1500k_hevc_nvenc,63.61363636363637,22,19.94477136892468
amt_gaming_vqa_dataset/Policesimulatorpatrolofficers_2_1080p_5000k_av1,63.55555555555556,45,15.779460004217233
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00,63.54761904761905,42,20.08340037248528
amt_gaming_vqa_dataset/DeceiveInc,63.54761904761905,42,17.563764621071392
amt_gaming_vqa_dataset/Returnal_1,63.53409090909091,44,18.58255466317582
amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_5000k_h264nvenc,63.51111111111111,45,15.600743888563239
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_720p_5000k_h264nvenc,63.48837209302326,43,17.43275731439169
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_6000k_hevc_nvenc,63.48,25,19.282365000175677
amt_gaming_vqa_dataset/rBi-SfhUWuI_CitiesSkylines_1-00_1080p_5300k_h264_nvenc,63.44318181818182,44,19.410404868233954
amt_gaming_vqa_dataset/yebynRz26iU_Rust_0-00_1080p_6000k_hevc_nvenc,63.40909090909091,22,16.21772064162894
amt_gaming_vqa_dataset/7lQLp7kzpCM_Cyberpunk2077_23-12_1080p_6000k_hevc_nvenc,63.4,20,14.559017824015466
amt_gaming_vqa_dataset/Faastpenguin_1_1080p_10000k_h264nvenc,63.395348837209305,43,16.03287253184839
amt_gaming_vqa_dataset/FX6xk1GME4M_EuroTruckSimulator2_0-00,63.392857142857146,42,15.164391135268218
amt_gaming_vqa_dataset/cvGOodnd-S8_StarCraft_13-46_1080p_6000k_hevc_nvenc,63.357142857142854,28,18.006376421610618
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_6000k_hevc_nvenc,63.35,30,14.1103685281427
amt_gaming_vqa_dataset/thelogomovie2_1080p_5000k_av1,63.34444444444444,45,19.732044502456244
amt_gaming_vqa_dataset/Farcry6_1_1080p_5300k_h264nvenc,63.32954545454545,44,17.52528795698395
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_5000k_av1,63.29545454545455,44,17.87720685099852
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_25000k_h264nvenc,63.28888888888889,45,14.258911010658442
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-55_360p_800k_av1,63.28888888888889,45,17.33252847134187
amt_gaming_vqa_dataset/JakandDaxter,63.285714285714285,42,14.095821255632758
amt_gaming_vqa_dataset/Astroysplayroom_1_720p_5000k_h264nvenc,63.27777777777778,45,15.660834217724856
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_6000k_hevcnvenc,63.27272727272727,44,17.787078604685373
amt_gaming_vqa_dataset/Strangerofparadisefinalfantasy_2160p_10000k_av1,63.24418604651163,43,13.601629559102877
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_6000k_hevc_nvenc,63.22,25,17.280092592344523
amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_5000k_h264nvenc,63.2,45,18.312533655638394
amt_gaming_vqa_dataset/auvhCmhrkho_WarRobots_7-33_1080p_5000k_av1,63.19767441860465,43,17.596293060624788
amt_gaming_vqa_dataset/Astroysplayroom_2,63.19767441860465,43,15.418253880748171
amt_gaming_vqa_dataset/lxGvk91jPbc_IceAgeVillage_3-20_1080p_2000k_hevc_nvenc,63.196969696969695,33,17.422964380006075
amt_gaming_vqa_dataset/4fLYHpxkqSc_MarioKartTour_0-08_720p_3000k_av1,63.18888888888889,45,14.793875943514557
amt_gaming_vqa_dataset/Htvk-lYcfXs_Rust_0-00_1080p_10000k_h264_nvenc,63.17777777777778,45,17.2810607813408
amt_gaming_vqa_dataset/Farcry6_1_2160p_10000k_av1,63.15555555555556,45,17.50422876596847
amt_gaming_vqa_dataset/y_QgRoVX1cYvk_Myst_16-31_480p_1000k_av1,63.15555555555556,45,16.286607389106962
amt_gaming_vqa_dataset/Genshinimpact_2_1080p_5000k_av1,63.13333333333333,45,14.8875040815369
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_25000k_h264nvenc,63.125,44,17.91302376637025
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_6000k_hevcnvenc,63.116279069767444,43,18.42894500674564
amt_gaming_vqa_dataset/Daysgone_2,63.104651162790695,43,19.323608328461873
amt_gaming_vqa_dataset/Fa9SqeDqwAI_FallGuys_4-51_1080p_10000k_h264_nvenc,63.104651162790695,43,15.994751370057008
amt_gaming_vqa_dataset/Sessionskatesim_1_2160p_5000k_av1,63.08888888888889,45,16.41756812715807
amt_gaming_vqa_dataset/gDUjQdGW1-4_Gardenscapes_1-37_1080p_500k_av1,63.06818181818182,44,17.047590775228898
amt_gaming_vqa_dataset/CatQuestII_2160p_25000k_h264nvenc,63.06666666666667,45,16.345097803996836
amt_gaming_vqa_dataset/MLBtheshow,63.04761904761905,42,16.819351639381377
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1,63.04651162790697,43,18.349264592540873
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_5000k_av1,63.044444444444444,45,15.076037728138218
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28_1080p_5000k_av1,63.01111111111111,45,17.30718825898935
amt_gaming_vqa_dataset/2xcHsYJSAbw_SubwaySurfers_0-03_1080p_1500k_av1,62.98888888888889,45,16.371550150214475
amt_gaming_vqa_dataset/Daysgone_1,62.97727272727273,44,16.06342349501392
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_10000k_av1,62.96666666666667,45,19.21035600341071
amt_gaming_vqa_dataset/Afterus_2160p_10000k_av1,62.94444444444444,45,15.658587357251974
amt_gaming_vqa_dataset/Genshinimpact_2_2160p_25000k_h264nvenc,62.916666666666664,42,17.060437618831227
amt_gaming_vqa_dataset/Sessionskatesim_1_2160p_10000k_av1,62.90909090909091,44,15.346480469798843
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_5000k_av1,62.9,45,14.837490054288532
amt_gaming_vqa_dataset/Farcry6_1,62.88636363636363,44,15.822834347134505
amt_gaming_vqa_dataset/Marvelspiderman_2,62.88636363636363,44,20.248137859488697
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2,62.87777777777778,45,21.41680429412473
amt_gaming_vqa_dataset/4fLYHpxkqSc_MarioKartTour_0-08_720p_2500k_h264_nvenc,62.875,44,17.417051793625067
amt_gaming_vqa_dataset/Ghostoftsushima_1,62.86046511627907,43,16.73887189573438
amt_gaming_vqa_dataset/Doom_2160p_5000k_av1,62.84444444444444,45,20.18850669240139
amt_gaming_vqa_dataset/Undefeated_2160p_10000k_av1,62.84090909090909,44,18.873614557002085
amt_gaming_vqa_dataset/4WeyBONy1mU_AngryBirds2_1-02_1080p_6000k_hevc_nvenc,62.838235294117645,34,14.57824758906797
amt_gaming_vqa_dataset/Fallout4_1,62.833333333333336,45,15.816306634469234
amt_gaming_vqa_dataset/XQSdH1q1o7w_StardewValley_1-04_1080p_500k_av1,62.81818181818182,44,16.719643764246467
amt_gaming_vqa_dataset/CatQuestII_2160p_8500k_h264nvenc,62.79545454545455,44,14.560734162082728
amt_gaming_vqa_dataset/XCOoVAHBlrs_AngryBirds2_5-12_720p_5000k_h264_nvenc,62.78409090909091,44,17.34686169130284
amt_gaming_vqa_dataset/vFgHHcjlsa4_HalfLife2_22-39_1080p_6000k_hevc_nvenc,62.767857142857146,28,17.031211968689984
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_1500k_av1,62.76744186046512,43,18.13269847322892
amt_gaming_vqa_dataset/Fallout4_1_1080p_5000k_av1,62.76136363636363,44,18.30439857606376
amt_gaming_vqa_dataset/1xnrkVQHoZY_MarioKartTour_1-04_1080p_10000k_h264_nvenc,62.75555555555555,45,17.68760464349798
amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_5000k_av1,62.74444444444445,45,14.20274708256674
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_3-16_360p_800k_h264_nvenc,62.73863636363637,44,19.330701157262894
amt_gaming_vqa_dataset/Fallout4_2,62.73809523809524,42,17.9957792985566
amt_gaming_vqa_dataset/Policesimulatorpatrolofficers_1_2160p_5000k_av1,62.71111111111111,45,16.936314989752013
amt_gaming_vqa_dataset/gLWwqxJP-d0_IceAgeVillage_5-49_720p_2500k_h264_nvenc,62.68888888888889,45,19.590045343061607
amt_gaming_vqa_dataset/Assassiancreedvalhalla_2,62.67777777777778,45,19.65766900263823
amt_gaming_vqa_dataset/vgasCfia1LA_RollerCoasterTycoon3_1-12-12_1080p_2000k_hevc_nvenc,62.675,20,12.917309123807481
amt_gaming_vqa_dataset/eFootball_1,62.67045454545455,44,18.470474959998562
amt_gaming_vqa_dataset/BEUBudlOBxk_WarRobots_0-30_1080p_2000k_hevc_nvenc,62.666666666666664,27,13.69914839202301
amt_gaming_vqa_dataset/Deadspace,62.64772727272727,44,17.19823575302214
amt_gaming_vqa_dataset/Deadspace_1080p_10000k_h264nvenc,62.62222222222222,45,17.271413618898187
amt_gaming_vqa_dataset/DragonballZkakrot_1080p_5300k_h264nvenc,62.6,45,14.988365858595497
amt_gaming_vqa_dataset/BEUBudlOBxk_WarRobots_0-30_1080p_5300k_h264_nvenc,62.59090909090909,44,18.214402620177182
amt_gaming_vqa_dataset/Daysgone_1_2160p_10000k_av1,62.58888888888889,45,19.206563949999804
amt_gaming_vqa_dataset/Crossout_2160p_5000k_av1,62.57954545454545,44,19.826504064755138
amt_gaming_vqa_dataset/v86eGfgYN4g_WarRobots_2-05_1080p_5000k_av1,62.577777777777776,45,18.105847905996054
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_500k_av1,62.56666666666667,45,16.477122186703465
amt_gaming_vqa_dataset/Godofwar_1,62.5609756097561,41,15.557209575624189
amt_gaming_vqa_dataset/BdmIY7ieD0s_TheWitcher3_38-08_1080p_6000k_hevc_nvenc,62.53846153846154,26,15.782124184880256
amt_gaming_vqa_dataset/Undefeated_2160p_25000k_h264nvenc,62.51282051282051,39,19.392202761474607
amt_gaming_vqa_dataset/CreZ1eCfJwQ_PUBGMobile_0-00_720p_1500k_hevc_nvenc,62.5,23,18.992561472964827
amt_gaming_vqa_dataset/0oosqCBVaxY_StarCraft_28-28,62.48809523809524,42,17.626916679044502
amt_gaming_vqa_dataset/Genshinimpact_1_2160p_10000k_hevcnvenc,62.4875,40,20.731765331249534
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_25000k_h264nvenc,62.47727272727273,44,18.695513117959656
amt_gaming_vqa_dataset/Returnal_2_2160p_10000k_av1,62.46666666666667,45,15.849079889171275
amt_gaming_vqa_dataset/CatQuest_1080p_1500k_av1,62.46666666666667,45,16.721044624464504
amt_gaming_vqa_dataset/Faastpenguin_1_2160p_5000k_av1,62.455555555555556,45,15.815892928816965
amt_gaming_vqa_dataset/FX6xk1GME4M_EuroTruckSimulator2_0-00_720p_1300k_av1,62.455555555555556,45,17.52801637449861
amt_gaming_vqa_dataset/JakandDaxter_2160p_5000k_av1,62.45454545454545,44,19.284007205046816
amt_gaming_vqa_dataset/4fLYHpxkqSc_MarioKartTour_0-08_720p_500k_av1,62.43333333333333,45,16.686854440280563
amt_gaming_vqa_dataset/skyrim_2_2160p_10000k_av1,62.422222222222224,45,15.998595617378266
amt_gaming_vqa_dataset/Farcry6_2_2160p_25000k_h264nvenc,62.353658536585364,41,20.425726217032256
amt_gaming_vqa_dataset/Worldofwarships_2_2160p_25000k_h264nvenc,62.3375,40,15.668594185503688
amt_gaming_vqa_dataset/M7Pz595vcs8_MarioKartTour_0-02_720p_5000k_h264_nvenc,62.32954545454545,44,15.727416414214883
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_2160p_10000k_av1,62.32222222222222,45,18.8509226286306
amt_gaming_vqa_dataset/AA34ltB6fC0_StarCraft_2-28_1080p_5300k_h264_nvenc,62.31395348837209,43,16.41575507256635
amt_gaming_vqa_dataset/gLWwqxJP-d0_IceAgeVillage_5-49_720p_5000k_h264_nvenc,62.31111111111111,45,18.509843894200035
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_10000k_h264nvenc,62.30681818181818,44,19.006343411504304
amt_gaming_vqa_dataset/wWcI40WkOGk_Palworld_8-20_1080p_5300k_h264_nvenc,62.30681818181818,44,18.536884578483868
amt_gaming_vqa_dataset/CatQuestII_1080p_1500k_av1,62.30681818181818,44,15.532303548166855
amt_gaming_vqa_dataset/z_W1NiVD-7g_FIFA_0-18_720p_3500k_hevc_nvenc,62.30357142857143,28,14.59350349942587
amt_gaming_vqa_dataset/lxGvk91jPbc_IceAgeVillage_1-37_1080p_10000k_h264_nvenc,62.29545454545455,44,17.088113286799082
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_6000k_hevc_nvenc,62.29545454545455,22,18.598423131416453
amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_10000k_h264nvenc,62.28888888888889,45,15.71817380150509
amt_gaming_vqa_dataset/hsUX-McaNWg_WorldofTanks_0-19_1080p_5000k_av1,62.285714285714285,42,18.056506167195977
amt_gaming_vqa_dataset/Fallout4_2_2160p_5000k_av1,62.266666666666666,45,18.309560344257314
